"","V22","V25","V26","V27","V28","V29"
"4292",-0.49,-0.17,-0.12,0.29,-0.15,-0.18
"4297",-0.675,1.285,0.845,0.565,0.885,0.995
"4299",0.0025,-1.5275,-0.7575,-0.5975,-1.2675,0.6425
"4302",0.65,0.3,0.44,0.84,0.79,0.25
"4312",0.01,0.88,-0.15,-0.01,0.98,-0.8
"4316",-0.1299805,0.5800195,0.3300195,-0.3399805,-0.08998051,-0.4299805
"4321",0.195,-0.095,0.595,0.175,0.905,-0.085
"4325",0.25,1.27,0.28,-0.07,0.17,-0.07
"4332",-0.1999805,-0.4899805,-0.1499805,0.2500195,0.5800195,0.05001949
"4337",0.155,0.145,-0.145,0.455,-0.025,0.125
"4340",-0.27,-0.96,-0.52,1.59,0.6,0.63
"4341",0.145,-2.305,-0.585,1.825,1.005,1.265
"4342",-0.3000098,0.3499902,0.2899902,-0.6900098,-0.1700098,-0.2800098
"4343",-0.475,-0.065,0.105,-0.075,-1.065,-0.205
"4346",0.065,-0.885,-1.045,-0.315,-0.655,0.285
"4349",-1.0875,-0.2375,-0.1275,0.0425,0.1925,-0.0075
"4353",-0.065,-0.625,-0.555,-2.265,2.105,1.755
"4354",-0.73,-1.42,-1.72,-2.41,2.41,1.82
"4363",0.12,-0.29,-0.26,-0.45,-0.23,0.16
"4366",-0.295,-0.685,-0.735,-0.005,0.475,1.195
"4369",-0.465,0.175,0.655,-0.025,-0.685,-0.595
"4370",0.04,0.37,-0.12,-0.27,0.12,-0.14
"4371",-0.455,0.285,-0.265,-0.295,-0.785,-0.025
"4374",-0.71,-0.48,0.11,-0.08,-0.07,-0.46
"4377",0.07,-0.59,-0.67,0.02,0.23,-0.12
"4379",0.43,0.39,0.27,-0.22,-0.28,0.55
"4381",-0.745,-0.165,-0.625,0.555,-0.365,0.265
"4382",-0.2899902,-0.3099902,-0.7599902,0.3900098,-0.2499902,0.07000977
"4385",-0.5399805,0.2700195,-0.3099805,-0.09998051,-0.7399805,-1.909981
"4389",0.625,1.975,1.065,-0.225,-0.475,0.125
"4390",0.165,1.475,0.135,0.365,0.095,-0.285
"4391",0.325,0.785,0.715,0.345,0.585,0.005
"4394",-0.3050098,0.4949902,1.93499,1.36499,0.7349902,0.5649902
"4397",-0.95,0.58,0.38,-0.48,0.42,0.13
"4398",-0.81,0.59,0.6,-0.29,0.65,0.15
"4405",-0.8225,0.0875,-0.3925,-0.1025,-0.4225,-0.3525
"4407",-0.4,-0.45,-0.79,-0.64,1.05,0.71
"4409",0.44,0.29,-0.6,-0.25,0.65,0.6
"4428",-0.225,0.315,-0.105,-0.235,-0.425,0.425
"4432",-3.455894e-18,0.54,0.09,0.53,0.54,0.19
"4435",-0.47,0.29,0.34,-0.02,-0.86,-0.64
"4438",0.575,-1.175,2.085,0.355,-0.035,-0.015
"4439",-1,-0.54,-0.13,-0.31,0.37,0.31
"4440",-0.73,0.05,-0.2,-0.06,0.06,-0.73
"4443",0.44,-0.38,-0.42,-0.36,0.17,0.06
"4444",-0.2499902,-0.2499902,-0.7299902,0.06000977,-0.1799902,0.3000098
"4445",0.07499023,-0.2650098,-0.6350098,0.3849902,-0.1050098,0.09499023
"4446",-0.29,-0.5,-0.49,0.27,-0.44,0.26
"4448",-0.04500977,-1.19501,0.4649902,-1.34501,1.04499,0.05499023
"4451",-0.78,-0.84,-1.91,-0.34,-1.15,-0.18
"4452",-0.745,-0.005,-1.945,-0.325,-0.775,-0.185
"4455",-0.6749902,-0.3949902,-0.5549902,-0.6049902,-1.39499,-0.3949902
"4457",-0.55,-0.53,0.03,-0.87,-0.43,-0.55
"4463",-0.4799902,0.3400098,0.5900098,-0.1399902,-0.8899902,-0.08999023
"4477",-0.07998051,0.02001949,0.2900195,-0.3199805,-0.2599805,0.3700195
"4480",-0.66,-1.15,-0.42,0.1,-0.24,1.38
"4484",0.06,0.38,0.55,1.25,-0.66,-0.5
"4487",0.4,-0.38,0.1,-0.58,-0.64,-0.48
"4495",-0.505,0.105,-0.015,0.135,-0.165,0.555
"4499",0.1700098,-0.3199902,-0.3099902,-0.9199902,-0.4299902,-0.05999023
"4504",-0.62,0.63,0.21,0.35,-0.86,0.15
"4508",0.08,0.33,-0.28,0.07,-0.56,-0.08
"4509",0.03,-0.26,-0.68,-0.08,-0.67,-0.24
"4512",-0.745,-0.625,1.145,0.175,0.055,0.045
"4520",-0.705,1.215,0.265,0.055,-0.935,-0.045
"4522",-0.67,0.79,0.52,-0.09,0.33,-0.21
"4525",-0.15,0.27,0.26,-0.13,-0.29,-0.12
"4526",-0.025,0.015,0.405,-0.075,-0.395,-0.195
"4531",-0.07999023,-0.6699902,-0.05999023,0.3000098,-0.06999023,-0.1899902
"4532",-0.759961,0.150039,0.300039,0.07003899,-0.839961,-3.209961
"4534",-0.615,-0.155,-0.475,-0.355,-0.355,-0.165
"4535",-0.24,0.55,0.7,0.01,0.01,0.03
"4541",0.1125,0.0425,-0.2975,-0.0275,0.1225,-0.9675
"4548",-0.4600098,0.3099902,-0.7300098,-0.2600098,0.2599902,-0.04000977
"4551",0.385,0.245,-0.465,-0.205,-0.095,-0.605
"4552",-0.565,-0.345,-0.635,-0.085,-0.015,-0.925
"4553",-0.2049902,0.02500977,-0.5049902,0.1450098,-1.18499,-0.9349902
"4554",-0.405,0.175,-0.365,0.275,-1.435,-0.855
"4555",-0.19,0.39,-0.48,0.24,-0.98,-0.88
"4557",-0.1549902,-0.1649902,-0.02499023,0.04500977,-0.5149902,-0.4349902
"4558",-0.295,-0.125,-0.225,-0.325,-0.495,-1.205
"4561",-0.365,-0.425,-0.995,-0.195,-1.195,-0.225
"4563",-1.05501,0.6449902,-0.3650098,-0.9850098,-2.22501,-0.9650098
"4570",-0.715,0.375,0.375,-0.215,-0.195,-0.065
"4571",0.125,-0.485,-0.995,-0.015,-0.045,0.555
"4572",-0.1649902,-0.2949902,-0.7849902,-0.2049902,0.4850098,0.8950098
"4574",0.035,-0.265,-0.815,-0.265,-2.945,0.345
"4575",0.655,0.595,-1.265,0.525,-1.325,0.535
"4576",0.5499902,0.7999902,-0.9400098,0.4999902,-0.9800098,0.3199902
"4577",-5.20417e-18,-0.3,-1.22,0.14,-0.79,0.04
"4590",-0.245,0.045,0.595,-0.545,-0.615,0.255
"4596",-0.205,-0.135,-0.555,-0.055,-0.445,0.605
"4601",-0.35,0.19,-0.13,-0.29,-0.32,0.07
"4602",-0.1150098,-0.5750098,-0.8150098,-0.3750098,-0.1450098,0.1249902
"4603",-0.49,-0.09,-0.08,-0.15,-0.53,-0.28
"4611",0.4,0.04,-0.3,-0.23,-0.56,-0.5
"4613",0.26,-0.05,-0.24,-0.06,-0.96,-0.52
"4615",-0.23,-0.46,-0.3,0.05,-0.92,-0.46
"4616",0.41,0.12,-0.24,0.11,-0.77,-0.13
"4617",0.185,-0.035,-0.265,0.095,-0.565,-0.465
"4620",0.4300195,0.5100195,-0.1799805,-0.4599805,-0.7899805,-0.09998051
"4623",-0.07,0.01,-0.49,0.08,-0.74,-0.48
"4624",0.32,-0.01,-0.5,0.32,-1.05,-0.8
"4625",0.01500977,-0.1949902,-0.3449902,0.2650098,-0.7549902,-0.8149902
"4627",-0.1500098,0.1099902,-0.06000977,-0.08000977,-0.5100098,-0.4800098
"4629",1,0.24,-0.47,0.28,-0.24,0.51
"4632",-0.82,-0.01,0.69,0.04,0.2,-0.04
"4633",-0.44,-0.07,8.348357e-18,-0.29,-0.59,-0.05
"4638",-0.495,0.575,0.195,0.595,-0.225,0.205
"4645",-0.22,0.62,0.31,0.05,-0.31,0.55
"4658",-0.165,1.185,0.825,0.855,0.115,-0.055
"4664",-0.105,-0.345,0.125,-2.415,-1.975,0.365
"4671",-0.6500098,-0.2200098,0.2999902,0.1099902,-0.7900098,-1.99001
"4672",-0.7850098,-2.41501,-0.2250098,-0.2050098,-0.7150098,-0.8050098
"4675",-0.53,-0.02,0.7,0.63,0.05,-0.69
"4677",-0.5275,-0.4975,0.3225,0.0125,0.0125,-0.0775
"4678",-0.345,-0.315,0.605,0.365,0.385,-0.435
"4680",-0.405,-1.435,-0.125,0.455,0.165,-0.045
"4684",-0.2199805,-0.2399805,0.5500195,-0.1999805,-0.3899805,1.94931e-05
"4685",-0.1375,-0.8375,0.1525,-0.3375,0.0125,-0.5075
"4686",-0.43,0.15,0.58,-0.01,-0.57,-0.94
"4687",-0.2649805,-0.7149805,-1.014981,-0.6249805,0.1450195,0.1350195
"4689",-0.54,-0.34,-0.4,0.35,0.85,-0.66
"4694",-0.2,-0.02,0.68,0.5,0.86,-0.51
"4698",-1.03,-0.39,0.01,3.08,1.48,-0.32
"4709",-0.52,0.64,-0.18,-0.31,-0.96,-0.41
"4721",0.435,1.305,-0.295,-0.115,0.535,0.815
"4725",-0.09998051,-0.9599805,-0.7699805,0.06001949,-0.2899805,0.3900195
"4727",-0.85,-0.44,-0.87,0.02,0.21,0.1
"4728",-0.4300098,0.07999023,-0.5300098,-0.4100098,-0.1700098,0.4599902
"4734",-1.52501,-0.05500977,-0.4650098,-0.7850098,0.4049902,-0.2750098
"4738",-0.355,-0.045,0.205,-0.075,-0.315,0.085
"4739",-0.25,-0.42,-0.48,0.43,-0.15,0.74
"4740",0.09,0.2,0.09,0.13,0.21,-0.11
"4741",0.395,0.215,-0.295,-0.315,0.675,0.175
"4744",-0.4000098,0.1599902,-0.4400098,-0.1900098,0.03999023,0.009990234
"4749",0.4,0.24,-0.76,-0.25,-0.44,0.36
"4750",0.3225,-0.0375,0.0025,-0.1175,-0.0175,0.1325
"4752",0.115,-0.015,-0.145,-0.395,-0.155,0.235
"4761",-0.9399902,-0.4399902,0.3700098,-0.9999902,0.7900098,-0.2999902
"4763",-0.115,-0.555,-0.475,-0.615,0.075,1.055
"4766",-0.205,0.065,-0.135,-0.025,-0.065,0.025
"4769",0.31,0.26,0.39,-0.96,-0.51,-0.01
"4772",0.345,-2.405,-0.325,-0.035,0.635,0.245
"4774",-1.05998,-2.20998,-1.36998,-1.66998,-0.8499805,0.7600195
"4778",0.225,-3.405,1.875,-0.605,-0.025,-0.635
"4785",1.25999,-3.04001,0.04999023,0.08999023,-0.06000977,0.06999023
"4787",-0.52,-1.19,-0.63,0.11,-1.08,0.11
"4793",-0.1750098,-0.2250098,-0.3350098,0.2349902,-0.1050098,0.09499023
"4797",0.285,0.785,0.815,-0.385,0.035,0.025
"4801",-0.745,0.555,-0.515,-0.285,-0.285,0.765
"4806",-0.0175,0.0425,0.3425,0.0925,-0.0575,0.7925
"4830",0.135,-1.265,0.455,-0.005,0.525,-0.195
"4836",-0.02250977,-0.4625098,-0.3425098,-0.1025098,0.2874902,0.4774902
"4837",0.385,-1.115,-0.675,-0.145,0.365,0.125
"4838",0.5450195,0.5250195,-0.7849805,-0.09498051,0.4250195,0.3250195
"4842",0.13,0.28,3.469447e-18,-0.03,0.37,0.25
"4848",0.2550195,0.03501949,0.7050195,-0.4149805,-0.2249805,-0.1649805
"4854",-0.315,0.505,0.555,0.325,-0.005,-0.515
"4855",0.4200195,-1.159981,0.08001949,-0.5199805,1.240019,0.1500195
"4862",-0.1349805,-1.284981,-0.07498051,-0.1549805,0.1650195,0.5550195
"4863",-0.6250098,0.1249902,-0.08500977,-0.09500977,0.6349902,0.6149902
"4864",-0.515,0.435,-0.195,0.255,0.295,-0.555
"4870",-1.245,0.815,0.355,-0.235,-0.105,0.225
"4871",0.07501949,0.3750195,1.335019,-0.1749805,-0.01498051,0.5450195
"4875",0.78,0.85,0.29,-0.15,0.68,1
"4876",0.155,0.385,0.455,-0.035,-0.105,0.515
"4877",0.66,0.22,1.06,-0.55,-0.42,-0.5
"4881",0.41,-0.15,0.01,0.12,-0.39,-0.58
"4894",0.03,0.81,0.92,-0.6,1.16,0.16
"4896",0.455,0.415,-0.035,-0.285,-0.255,-0.235
"4897",1.14,0.84,0.01,-0.19,-0.42,0.01
"4902",0.4849902,-0.3050098,-0.3850098,-0.5650098,-0.06500977,0.7349902
"4906",0.925,0.615,-0.035,-0.305,-0.545,-0.335
"4910",0.6700195,0.7700195,-0.1099805,0.5500195,1.490019,0.7400195
"4913",-0.6750098,-0.07500977,-0.2750098,0.1949902,0.2249902,-0.3150098
"4914",-0.5099805,0.03001949,0.2500195,0.09001949,1.350019,0.2900195
"4917",0.335,-0.215,-0.155,0.045,0.565,0.435
"4924",-0.995,0.295,-0.345,-0.125,1.385,-0.325
"4926",-0.09500977,-0.9650098,0.4549902,0.6049902,0.9549902,-0.05500977
"4935",-0.1049805,0.005019493,-0.05498051,0.4450195,0.4950195,0.3150195
"4938",0.2400195,0.2300195,0.1100195,-0.1399805,0.3900195,0.7400195
"4943",0.335,-1.445,0.275,-0.355,0.935,0.935
"4956",0.06,1.15,1.47,0.68,0.92,1.04
"4961",0.23,0.75,-0.08,0.13,0.43,0.22
"4966",0.2800098,0.05000977,-0.2199902,0.4900098,-0.1499902,-0.3499902
"4970",-0.115,0.325,-0.075,0.215,0.295,0.105
"4974",-0.4449902,-0.1049902,-0.3149902,0.06500977,-0.2149902,0.06500977
"4975",-0.4149903,-0.2649903,-0.2349903,-0.05499027,0.4750097,-0.1749903
"4978",-0.515,0.265,-0.405,-0.235,-0.015,-1.135
"4984",-1.12,-0.04,-0.42,0.02,-0.23,-0.39
"4985",-0.295,-0.255,-0.095,-0.065,0.295,-0.455
"4989",-0.165,-1.145,-0.095,-0.225,-0.915,-0.225
"4990",0.045,-0.235,-0.185,0.155,-2.605,-1.265
"4995",1.15001,-0.8099902,-0.8999902,0.3900098,-0.6499902,-0.4899902
"4996",0.4675,0.0075,-0.7025,0.2175,-1.1725,-0.1725
"4999",-0.5199805,-0.7199805,-0.7699805,0.4400195,-1.759981,-0.3799805
"5005",0.455,-0.305,-0.085,-0.465,-0.635,-0.485
"5007",1.05,-0.65,-0.58,-0.12,-0.46,-0.24
"5009",-0.355,-0.265,-0.405,0.035,-0.645,0.345
"5010",-0.485,-0.575,-0.785,-0.135,-0.525,0.345
"5013",-0.045,0.765,-0.235,-0.085,-0.725,-0.095
"5014",0.51,-0.26,-0.29,-0.37,-0.12,0.03
"5018",-0.08,-0.92,-0.79,0.14,-0.03,0.09
"5019",0.84,-0.38,-0.7,-0.54,-0.15,-0.13
"5021",0.135,0.215,0.065,-0.095,-0.405,-0.615
"5025",0.2600098,-0.5099902,-0.3399902,0.4800098,-0.009990234,-0.4199902
"5026",0.16,-0.75,-0.53,0.17,-0.32,-0.19
"5027",0.1574902,-0.6825098,-0.9725098,-0.07250977,-0.5725098,-0.2225098
"5033",-0.1950098,-0.2250098,-1.33501,-0.2950098,-0.3250098,0.1449902
"5034",0.2000098,-0.04999023,-0.7099902,-0.1299902,-0.3099902,0.01000977
"5036",-0.5799902,0.3400098,-0.1999902,-0.01999023,0.03000977,-0.04999023
"5044",-0.365,-0.135,-0.325,0.155,-0.095,0.025
"5049",-0.265,-0.855,0.515,0.135,-0.465,0.395
"5050",0.7025195,-0.02748051,0.8925195,0.06251949,0.2625195,-0.1274805
"5067",0.05999023,0.2599902,0.2499902,0.05999023,0.1699902,0.6499902
"5070",0.115,-0.205,0.065,0.085,0.365,-0.055
"5071",-0.105,-0.765,-0.865,-0.035,0.355,-0.015
"5072",-0.42,0.04,-1.1,0.14,1.19,-0.04
"5079",0.2749805,-0.05501953,0.1549805,-0.1050195,0.1949805,-0.5550195
"5089",0.175,0.045,0.025,-0.225,-0.005,0.375
"5092",0.6675098,-0.7824902,0.1475098,-1.13249,-0.3024902,0.2275098
"5096",-0.015,0.085,0.275,-0.145,-0.685,0.175
"5097",0.495,0.185,0.475,-0.065,-0.095,0.445
"5099",-0.1549805,0.3050195,0.3650195,-0.08498051,0.1550195,0.4750195
"5105",-0.2025,0.1775,0.6175,-0.3125,-0.1325,0.0975
"5106",0.445,0.065,0.305,-0.055,0.235,0.345
"5109",0.3050195,-0.02498051,0.4550195,0.08501949,-0.1749805,1.145019
"5119",0.57,0.03,-0.48,-0.28,0.02,0.87
"5120",0.2900195,-0.2299805,0.02001949,-0.6399805,-0.2999805,0.5700195
"5121",0.1500098,1.36001,0.5100098,-0.1399902,-0.3199902,0.4000098
"5122",-0.1499805,-0.08998051,0.3600195,0.3100195,-0.4399805,0.3300195
"5125",0.32,-0.14,0.58,-0.67,-0.5,0.24
"5128",-0.19,-0.06,0.79,-0.24,-0.18,0.19
"5129",-0.6375,-0.3575,0.3925,-0.3875,0.2125,-0.0775
"5131",-0.035,-0.865,0.345,-0.565,0.165,0.055
"5132",-0.2149805,-0.2549805,0.7350195,0.1650195,-0.01498051,-0.004980507
"5140",0.32,-1.44,-0.77,-0.13,-0.44,1.05
"5141",0.81,-0.33,-0.93,0.05,-0.14,1.13
"5148",-0.1699903,-0.2199903,0.1900097,0.04000973,-0.2199903,0.2700097
"5154",0.305,-0.005,-0.505,-0.105,0.395,-0.285
"5157",-0.065,0.035,-0.235,0.245,0.845,0.235
"5163",0.04,-0.04,-0.05,0.3,0.55,-0.31
"5166",0.5600098,0.2400098,-0.7899902,-0.4499902,0.4400098,0.02000977
"5167",0.575,-0.055,-0.005,0.275,1.325,-0.155
"5168",-0.1699902,-0.04999023,-0.7599902,-0.1299902,0.7200098,-0.2799902
"5170",0.09999023,0.2099902,-0.4800098,-0.05000977,0.2299902,-0.07000977
"5172",-0.08498051,1.145019,0.3250195,0.2250195,1.375019,-0.3049805
"5173",-0.085,-0.345,-0.715,0.735,0.175,-0.225
"5175",-0.1650098,-0.7950098,-0.2950098,-0.1450098,0.1949902,-0.3050098
"5178",0.1799902,-1.19001,-0.1000098,-0.3700098,0.08999023,-0.5000098
"5180",-0.045,-0.635,-0.435,-0.765,-0.155,0.025
"5184",-0.105,0.065,-0.105,-0.025,0.015,-0.055
"5188",0.09000977,-0.1899902,0.02000977,-0.1899902,0.5000098,0.6500098
"5193",0.295,-0.295,-0.685,0.235,0.185,0.125
"5194",-2.72,0.76,-1.14,0.95,1.24,0.25
"5202",0.03,0.36,0.08,-0.33,-0.53,-0.46
"5206",0.96,-0.04,-0.9,-0.66,-0.37,0.06
"5207",-0.15,-0.42,0.01,-0.33,0.23,-0.23
"5208",-0.175,-1.605,0.075,-0.545,-0.355,-0.815
"5218",0.935,0.725,-0.955,-0.865,0.625,-1.255
"5219",0.875,-0.255,-0.745,-0.715,0.565,-0.325
"5221",-1.88,1.56,0.18,-0.16,0.63,0.96
"5227",0.375,-0.585,-0.005,-0.335,0.005,0.715
"5230",0.02,-0.42,0.16,-0.49,0.55,0.15
"5234",-0.2999902,1.05001,-0.1299902,0.2400098,1.18001,-0.4899902
"5235",0.675,0.005,0.405,0.395,0.505,-0.295
"5236",-1.1,-0.19,0.47,-0.25,0.16,-0.88
"5240",0.1649902,0.5049902,1.08499,-0.1250098,0.2649902,-1.23501
"5241",0.2250195,-0.1049805,1.065019,0.1350195,-0.3749805,-0.2249805
"5248",0.2449902,-0.2450098,1.28499,0.1449902,0.2649902,-0.06500977
"5266",0.09,0.36,-0.31,-0.4,0.33,-0.35
"5273",-0.165,-0.825,-0.355,0.145,-0.175,0.905
"5274",-0.365,-0.955,-0.695,-0.475,-0.295,1.635
"5276",-0.195,-1.205,0.075,0.055,-0.205,2.445
"5280",-1.174981,0.07501949,0.2550195,0.2250195,0.4750195,0.1150195
"5282",-0.9300098,-0.1600098,-0.06000977,0.02999023,0.1699902,0.2299902
"5285",-0.095,0.555,0.275,-0.045,0.545,1.245
"5291",0.13,0.07,0.11,0.68,0.17,0.03
"5296",-0.65,-0.34,0.41,-0.86,-0.85,0.01
"5301",1.3,-0.62,-0.95,1.32,-0.22,0.5
"5304",0.01,0.17,-0.2,0.19,-0.26,2.12
"5305",-0.375,1.375,0.225,0.235,0.485,3.085
"5308",-0.175,0.095,0.255,-0.115,0.375,-0.235
"5310",-0.265,-0.085,0.245,0.465,-1.405,0.285
"5315",0.2425,-0.2575,0.8125,-0.2475,-0.2275,-0.4775
"5316",0.005,-0.285,0.785,-0.365,-0.075,-0.455
"5319",-0.37,-1.16,-0.34,-0.44,0.81,0.12
"5320",-0.1900098,-0.3300098,-0.2400098,0.6999902,-0.5300098,1.08999
"5321",0.2950098,-0.4749902,0.03500977,-0.6749902,-0.3549902,0.9950098
"5323",0.6075,-0.5025,0.1575,-0.2625,-0.2025,1.7875
"5340",-0.8400098,0.1899902,0.2699902,2.09999,1.74999,1.25999
"5341",-1.112481,-0.7624805,0.8775195,0.6475195,0.5075195,0.9575195
"5342",-0.865,-0.775,0.445,0.515,0.435,0.645
"5346",0.8,0.12,1.5,0.19,1.16,0.67
"5350",0.585,0.105,0.115,0.095,0.605,0.685
"5352",-0.15,0.22,0.47,-0.9,-0.42,0.18
"5355",-0.135,-0.125,-0.275,1.145,-0.125,0.615
"5356",-0.135,-1.105,-0.145,-0.115,0.195,0.265
"5358",-1.32001,0.06999023,0.3299902,-0.2100098,0.4799902,-0.9200098
"5361",-0.035,-0.405,-0.485,-0.165,0.525,0.445
"5371",0.615,-0.275,-0.515,-0.905,0.335,-0.615
"5375",0.315,-1.995,-0.835,-1.325,1.145,0.095
"5381",0.5600098,-0.9999902,0.1100098,-0.2299902,0.9000098,0.1100098
"5390",-1.1525,1.5875,0.1575,-1.0725,-0.1125,-0.2325
"5395",-0.155,-0.365,-0.675,-0.485,0.255,0.655
"5404",0.2,-0.43,-0.1,-0.03,0.24,0.06
"5405",-0.41,-0.01,-0.02,0.31,0.21,1.64
"5407",-0.12,0.15,0.01,-0.01,0.29,-0.31
"5411",-0.345,-0.455,-0.125,-0.585,0.615,0.345
"5421",0.7900195,-0.7099805,0.4700195,-0.2299805,1.000019,0.3100195
"5426",-0.2350098,-0.2350098,-0.5050098,0.1849902,0.4249902,-0.5750098
"5427",0.995,0.275,0.255,0.265,0.565,-0.035
"5439",0.7150195,1.205019,1.505019,1.515019,1.295019,0.1350195
"5445",-2.325,0.435,1.365,-0.015,-0.135,1.905
"5446",-1.5425,-0.6325,0.9875,1.0975,-1.0325,-0.3125
"5450",0.01999023,0.6999902,1.36999,0.4299902,-1.16001,-0.8400098
"5452",-0.175,0.395,1.525,0.265,-1.035,-0.455
"5453",-0.03,-0.92,1.68,0.17,-0.96,-0.67
"5454",0.285,0.525,0.925,0.265,-0.965,-0.535
"5456",-0.405,0.815,-0.175,1.575,-0.355,0.135
"5460",0.6399902,0.7399902,2.18999,-0.04000977,-1.34001,0.3299902
"5464",-0.35,-0.05,1.08,0.47,0.14,-0.68
"5466",-0.315,0.155,-0.435,-0.065,0.585,-0.365
"5469",-1.815,-1.555,-0.215,-0.485,-0.095,0.145
"5470",-0.385,-0.275,0.065,-0.525,0.445,-0.115
"5487",0.1350098,0.3950098,0.7050098,-0.7949902,-0.7649902,-0.03499023
"5490",0.035,0.985,0.235,1.525,-2.115,1.285
"5491",0.1950195,-0.05498051,0.6750195,0.9550195,-0.7449805,0.3650195
"5492",0.58,-0.31,0.22,0.59,0.21,0.14
"5497",-0.515,-0.755,0.455,-0.575,-0.125,0.095
"5502",0.94,-0.29,0.29,-0.16,-0.43,-0.34
"5507",3.51001,1.55001,-2.29999,0.2600098,1.27001,0.9800098
"5515",0.7850098,-0.3949902,-0.4549902,-0.1749902,0.03500977,0.08500977
"5516",0.775,-0.585,-0.665,-0.115,-0.075,0.015
"5523",0.805,0.475,-1.045,-0.395,0.565,2.355
"5530",1.015,-0.795,-0.455,-0.015,-0.335,-0.615
"5532",0.1250098,0.3850098,0.2150098,-0.4949902,0.7150098,-0.4349902
"5534",0.74,0.18,-0.52,0.03,-0.16,-0.46
"5545",-0.305,-0.295,0.905,0.495,0.865,0.455
"5546",-0.41,-0.55,1.03,0.58,0.66,0.52
"5548",-0.04,-0.52,1.02,0.61,1.21,0.6
"5551",0.16,0.08,0.99,0.23,0.32,0.05
"5553",0.93,-0.14,0.93,0.52,0.76,0.25
"5554",2.900019,0.3600195,1.330019,1.330019,2.000019,-0.1699805
"5556",6.0975,-0.5925,1.9775,3.3375,5.2275,1.4275
"5559",1.07,1.53,1.49,1.39,-0.72,0.49
"5576",-0.805,-0.375,-0.085,0.615,0.565,0.835
"5578",-1.395,0.005,-0.005,0.475,-0.255,0.825
"5579",0.235,-0.085,-0.205,0.275,0.185,0.755
"5581",0.6249902,0.02499023,0.07499023,0.1549902,0.09499023,0.3749902
"5584",0.16,-0.29,0.64,0.22,1.21,1.35
"5586",-0.045,0.825,0.305,0.145,2.585,2.685
"5589",-0.865,-2.245,-0.115,0.465,0.165,1.925
"5593",-0.315,-0.535,0.735,0.545,0.355,1.415
"5594",-1.27001,-0.4600098,0.6899902,0.2799902,0.6199902,1.08999
"5595",-1.06,-0.17,1.32,1.18,1.06,1.72
"5598",-0.85,0.4,0.62,0.38,0.41,0.9
"5601",0.2550195,-0.06498051,-0.2049805,0.5050195,0.4950195,0.6450195
"5603",0.08,-0.04,-0.14,0.19,0.51,0.63
"5604",0.075,-0.035,-0.075,0.335,0.795,0.495
"5607",0.565,-0.225,-0.505,0.035,0.515,0.535
"5608",0.42,-0.09,0.22,0.15,1.06,1.32
"5609",0.25,-0.85,0.62,0.08,1.04,1.4
"5610",0.41,-0.76,0.25,0.07,1.08,1.17
"5611",0.275,-0.465,0.465,0.355,1.335,0.935
"5616",0.11,0.03,-0.08,-0.65,-0.71,0.81
"5619",-0.395,0.105,0.065,-0.445,-0.605,0.165
"5621",0.485,-0.275,0.125,0.265,-0.755,-0.305
"5622",0.6999902,-0.2300098,0.06999023,0.1599902,-1.03001,-0.4500098
"5623",0.4099902,-0.2600098,-0.02000977,0.2299902,-0.9100098,-0.2200098
"5626",1.23001,-1.40999,-0.1099902,-0.5999902,0.9100098,-0.01999023
"5629",0.485,0.065,0.415,-0.045,0.255,0.135
"5630",2.6,-1.39,0.26,-0.69,-0.62,-0.88
"5636",-0.245,-0.445,-0.435,0.455,0.245,-0.475
"5644",-0.385,-0.465,0.305,-1.215,0.635,-1.605
"5645",0.035,-2.495,-1.645,0.235,1.325,0.675
"5651",0.875,0.215,0.085,0.145,2.095,0.705
"5656",1.725019,-0.8749805,-0.1149805,-0.5149805,0.6150195,-0.5049805
"5662",-0.13,-0.38,-0.18,0.46,-0.2,-0.22
"5664",0.575,-1.775,-0.945,-0.075,-0.125,-0.685
"5665",0.9999902,0.1899902,0.3299902,0.1999902,0.04999023,-0.06000977
"5669",1.25,0.04,0.34,-0.02,0.66,-0.12
"5672",1.78,-0.32,-0.14,0.26,1.09,0.49
"5676",-0.3750098,1.94499,2.12499,-0.03500977,1.72499,-0.1050098
"5681",1.33,0.02,-0.4,0.33,1.33,-0.33
"5683",1.4,0.6,1.16,0.2,0.99,-0.23
"5697",0.2999902,-0.3200098,0.7099902,-0.09000977,-0.2800098,-0.09000977
"5699",-0.405,0.195,0.785,0.135,-0.305,-0.425
"5700",-0.555,0.175,1.595,0.085,-0.345,-0.235
"5701",0.635,0.175,1.125,-0.305,0.795,0.625
"5704",-0.6299805,-0.4799805,0.2600195,0.2200195,0.2700195,-0.4199805
"5708",-0.39,-0.03,-0.16,0.1,0.16,-0.03
"5711",-0.08,0.27,-0.5,1.46,0.51,-0.04
"5714",0.955,-0.325,-0.145,1.485,1.525,0.125
"5715",0.89,-0.49,-0.07,1.15,1.31,0.02
"5718",-0.18,0.68,0.32,-0.41,-0.38,0.02
"5721",0.94,0.13,-0.16,-1.37,-1.05,0.03
"5725",0.7249902,-0.4950098,-0.7750098,0.05499023,-1.76501,1.36499
"5728",0.455,0.685,0.475,-0.635,-0.165,-0.295
"5740",0.87,-0.03,-0.08,0.18,-0.27,1.09
"5742",0.19,0.04,-0.19,-0.73,-0.7,0.39
"5744",0.4399902,0.02999023,-0.4200098,-0.9500098,-1.04001,0.8599902
"5746",0.48,0.27,-0.46,-0.69,-0.76,0.68
