"","V42","V43","V44","V45","V46","V47","V48"
"3427",0.534961,-0.295,0.495,0.2850195,0.395,-0.115,0.2749805
"3439",0.664961,-0.025,0.125,0.07501953,-0.875,-0.975,-1.19502
"3445",-0.09503899,-0.255,0.605,-0.4549805,0.285,-1.545,-1.96502
"3447",0.3899512,0.1199902,-0.8500098,0.5000098,-0.3500098,-0.6100098,0.0799707
"3449",-0.05003899,0.3,0.26,0.7300195,0.05,-0.56,0.7299805
"3460",-0.520039,-1.53,0.85,1.31002,1.27,0.49,-0.6600195
"3467",0.839961,1.57,0.28,1.21002,-1.22,-0.14,-0.2300195
"3470",-0.005038986,1.355,0.335,0.3150195,0.095,1.885,0.6949805
"3472",0.654961,1.365,0.765,2.65502,0.545,0.725,1.35498
"3473",1.864961,2.475,0.805,2.36502,0.005,-0.555,0.7149805
"3475",0.704961,1.475,-0.255,0.7750195,-0.795,0.575,0.3049805
"3476",0.2749708,0.5750098,0.08500977,0.2950293,-0.1949902,0.5050098,0.3949902
"3478",0.319961,0.98,-0.17,0.4700195,-0.41,0.02,0.3199805
"3486",-0.05253899,-0.0025,0.5175,-0.5324805,-0.6925,-0.9925,-0.1625195
"3489",0.292461,0.5125,0.2225,-0.2274805,-0.4175,-0.1375,0.1124805
"3501",0.2849708,0.6550098,-1.04499,1.495029,-0.8949902,-0.2349902,-2.54501
"3502",1.064961,0.125,0.705,0.1250195,0.475,-0.225,-0.8250195
"3503",0.619961,0.2,-0.3,-0.01998047,0.26,-0.16,0.6599805
"3508",0.2549708,0.02500977,0.3250098,0.5350293,0.1850098,-0.4749902,0.05499023
"3509",0.514961,-0.155,0.505,0.5750195,0.315,-0.695,0.06498047
"3510",0.234961,-0.475,0.225,0.9750195,0.105,-0.195,-0.06501953
"3513",-0.02503899,-0.145,-0.195,-0.3349805,-0.355,-0.165,-0.06501953
"3515",-0.735039,-0.045,-0.155,-0.7849805,0.445,0.145,-0.1550195
"3518",-0.275039,-1.285,-0.355,-0.3449805,-0.145,-0.955,-1.24502
"3519",-0.335039,-0.265,-0.075,-0.1749805,-0.005,0.275,-0.1450195
"3522",-0.3050195,-0.4049805,0.1750195,0.135039,0.05501949,-0.09498051,-0.615
"3523",-0.205039,0.935,-0.485,0.1650195,-0.245,-0.805,-2.92502
"3527",0.104961,-0.375,-0.315,-0.7749805,-0.535,-0.735,0.5949805
"3528",0.314961,-0.765,0.355,-0.8449805,-0.505,-1.365,-0.04501953
"3530",0.372461,-0.7275,0.5225,-0.5774805,-0.8975,-1.6675,-0.1575195
"3533",0.164961,-1.475,-0.785,-0.9149805,1.915,-0.345,-0.4950195
"3535",0.03496101,-1.415,-0.875,-1.02498,1.875,-0.445,-0.3250195
"3536",0.004980507,-1.054981,-0.6949805,-0.394961,1.145019,-0.2049805,-0.385
"3537",0.109961,-1.25,-0.68,-0.4799805,2.02,-0.11,-0.5300195
"3538",-0.242539,0.2575,0.1075,0.8275195,0.4075,0.3175,-0.3425195
"3542",0.08496101,-0.625,-0.215,-0.5849805,0.065,-0.275,-0.04501953
"3550",0.199961,0.11,0.79,-0.009980469,-0.33,-0.27,-0.5700195
"3551",0.1049805,-0.4349805,-0.5649805,0.115039,-0.1649805,-0.02498051,0.06499996
"3552",0.144961,-1.205,-0.135,0.04501953,0.125,-0.095,-0.02501953
"3556",-1.94931e-05,0.2400195,0.04001949,-0.759961,1.080019,-0.1699805,0.16
"3557",-0.1150488,0.8149902,-0.005009766,-0.7549902,1.05499,-0.06500977,0.1149707
"3558",0.722461,0.1325,0.0725,-1.10748,0.5725,-1.1275,0.2624805
"3560",-0.110039,0.34,0.67,-3.80998,0.74,0.75,0.2299805
"3562",-0.362539,0.1675,-0.1825,-0.6924805,-0.5025,0.3975,-0.2825195
"3565",-0.08003899,-0.26,-0.42,-0.5599805,-0.18,-0.33,-0.3600195
"3567",-0.265039,0.185,0.185,0.09501953,-0.075,-0.735,-0.1050195
"3575",0.284961,0.425,0.015,-0.3049805,-0.345,0.075,-0.4650195
"3577",0.4349512,-0.1450098,0.2349902,0.6650098,0.5449902,0.4049902,0.2149707
"3583",-0.02003899,0.4,0.09,0.6300195,-0.02,-0.27,1.20998
"3584",-0.1750488,-0.2150098,-0.1350098,-0.01499023,0.05499023,-0.07500977,0.2749707
"3590",-0.195039,0.595,-0.145,-0.2349805,-0.765,-0.795,0.4949805
"3593",0.004980507,1.145019,0.08501949,0.335039,0.01501949,-0.004980507,0.295
"3596",-0.4250488,1.36499,0.3549902,0.4650098,0.4249902,0.4449902,0.2349707
"3598",-0.165039,-0.215,-0.125,0.1350195,-0.035,0.125,0.2349805
"3601",-0.215039,0.905,-0.055,0.3450195,-0.115,0.245,0.4749805
"3607",0.554961,-0.115,0.425,0.2050195,0.325,0.245,0.06498047
"3608",0.009951248,0.3099902,0.3699902,-0.2799902,0.6999902,-0.1400098,-0.5200293
"3610",-0.195039,0.095,-0.175,0.005019531,-0.005,-0.165,0.1649805
"3617",0.004980507,0.2050195,0.5750195,-0.504961,0.3950195,-0.07498051,0.385
"3621",0.409961,0.47,0.53,0.6800195,0.09,0.22,0.5499805
"3624",-0.03503899,0.515,0.405,0.3650195,0.165,0.005,0.5749805
"3627",-3.898621e-05,0.48,0.3,-0.07998047,1.734723e-18,0.64,0.2099805
"3635",-0.05003899,-0.76,-0.29,0.07001953,-0.33,-0.23,-0.1200195
"3636",-0.230039,-0.4,0.05,0.08001953,0.08,-0.58,-0.3300195
"3638",0.184961,0.195,0.165,0.1550195,0.115,-0.835,-0.02501953
"3641",0.194961,0.195,-0.045,0.1250195,0.515,-0.295,-0.3050195
"3643",0.1899708,-0.3399902,0.1600098,-0.3799707,0.8400098,-0.3899902,-0.01000977
"3646",-0.300039,0.8,0.31,-0.9999805,-0.68,-0.15,0.6299805
"3649",0.244961,0.355,0.385,-0.2249805,0.005,-0.625,0.2049805
"3650",-0.06003899,0.33,0.29,-0.1099805,-0.19,-1.29,-0.09001953
"3652",-0.330039,0.03,-0.18,0.3900195,0.66,0.45,0.05998047
"3653",-0.160039,-0.06,0.06,-0.05998047,0.41,-0.17,-0.1000195
"3654",-0.310039,-0.39,0.06,-0.4899805,-0.09,-0.86,-0.1000195
"3655",-0.04503899,-0.535,0.015,-0.1849805,-0.065,-0.155,-0.2850195
"3656",0.197461,0.0675,0.6775,0.8775195,-0.1425,-1.1425,0.8274805
"3659",1.149961,-0.03,0.67,1.25002,-0.05,-1.69,-0.1300195
"3663",0.03996101,0.46,0.32,0.4300195,-0.35,-0.37,0.5199805
"3664",-0.175039,0.065,0.325,0.4850195,0.415,-0.695,0.9849805
"3670",0.01496101,-0.375,-0.125,0.06501953,-0.415,-0.645,-0.2250195
"3673",-0.360039,-0.29,-0.59,0.1200195,0.28,-0.53,0.01998047
"3675",-0.455039,-0.495,0.135,-0.08498047,-0.665,-0.485,-0.2650195
"3676",0.04996101,-0.25,-0.18,0.4300195,-0.06,-0.81,-0.7300195
"3680",0.199961,1.62,-0.11,0.06001953,-1.34,-2.08,-3.54002
"3686",-0.185039,-0.335,0.145,-0.8849805,-0.385,0.255,0.2549805
"3688",0.6849805,-0.2549805,0.1650195,-0.654961,-0.3749805,-0.03498051,1.335
"3698",0.344961,-0.315,0.355,0.3850195,-0.255,0.235,0.3449805
"3701",-0.370039,0.02,0.19,0.8600195,-0.25,0.18,-0.07001953
"3702",0.3499708,0.3200098,0.7500098,0.7600293,0.2100098,0.06000977,0.01999023
"3709",0.874961,-0.095,-0.595,0.02501953,-0.055,0.125,0.1749805
"3710",0.174961,0.125,0.055,0.7050195,-0.265,0.085,0.5149805
"3714",-0.520039,0.71,-0.35,-0.3999805,-0.46,0.22,-0.1600195
"3715",-0.3450488,0.5449902,-0.2050098,-0.004990234,-0.1350098,0.3149902,-0.0450293
"3736",0.239961,0.58,-0.21,0.6600195,-0.19,-0.4,-0.7300195
"3742",0.129961,-0.29,0.52,-0.5099805,-0.4,-1.11,0.3399805
"3753",0.004980507,-0.4549805,-0.01498051,-0.404961,-0.3749805,-0.2249805,-0.415
"3767",0.4549512,-0.05500977,0.05499023,-0.6349902,-0.3350098,-0.9550098,0.0249707
"3776",0.5949708,-0.7549902,0.8550098,0.7450293,0.5450098,-0.3849902,-0.6550098
"3779",0.189961,-1.03,0.35,0.2100195,0.2,0.16,-0.1000195
"3792",0.2299512,-0.3500098,0.6399902,-1.09999,-0.8800098,0.4099902,-0.0600293
"3793",0.08497078,-0.3449902,0.4250098,-1.404971,-1.14499,-0.06499023,0.004990234
"3795",0.08496101,-0.005,0.035,-0.5149805,-0.225,-0.095,-0.07501953
"3798",-0.2750488,-0.8350098,-0.2050098,-1.22499,-0.06500977,0.2149902,-0.7150293
"3799",-0.125039,-0.535,0.035,-0.8349805,-0.225,0.475,-0.4350195
"3800",-0.05503899,-0.605,0.125,-0.8049805,-0.225,0.055,-0.5950195
"3803",0.08246101,-0.7475,0.1725,-0.5974805,-0.4975,-0.0875,-0.5175195
"3807",0.197461,-0.2725,-0.1925,-1.00248,-0.7025,0.8275,-0.2425195
"3810",0.399961,-0.46,-0.4,-0.6399805,0.4,0.8,0.2299805
"3811",0.519961,-0.35,-0.45,-0.6899805,0.21,0.73,-1.953125e-05
"3812",0.2749708,-0.2149902,-0.4049902,-0.5649707,0.2950098,0.6650098,0.004990234
"3813",0.432461,-0.2575,-0.5275,-0.7274805,0.1425,0.4225,-0.06751953
"3815",0.504961,-0.475,-0.305,-0.3949805,0.355,0.535,0.08498047
"3816",0.394961,0.155,-0.105,-0.3849805,0.385,0.535,0.2049805
"3818",-0.260039,-0.34,-0.64,-0.7599805,-0.2,0.04,-0.2700195
"3822",0.1149708,-0.5449902,-0.004990234,-0.3049707,-0.4949902,-0.3249902,0.004990234
"3826",-0.1450488,-3.28501,-1.62501,-2.25499,0.08499023,1.24499,-1.835029
"3829",0.1399512,-3.16001,-1.32001,-2.25999,0.1699902,0.8799902,-2.210029
"3845",-0.425039,0.365,-0.375,0.005019531,0.235,0.215,0.1449805
"3848",-0.480039,-0.93,-1.46,-0.8799805,0.69,-0.22,-0.2600195
"3857",0.624961,0.665,0.025,0.2650195,-0.455,1.015,0.1549805
"3859",0.159961,-0.48,0.56,-0.3499805,-0.06,0.1,-0.4000195
"3860",-0.3350488,-0.5050098,-0.3850098,0.3950098,-0.1550098,0.1449902,-0.5250293
"3863",-0.02001949,0.04001949,-0.04998051,-2.999961,0.09001949,-0.06998051,-1.6
"3865",-0.145039,0.195,-0.295,-2.58498,-0.565,-0.975,-0.8050195
"3866",0.114961,-0.055,-0.535,-0.9749805,-0.315,-0.145,-0.2950195
"3868",0.339961,0.02,-0.31,1.43002,0.42,0.32,-0.7300195
"3869",-0.5700292,-0.3799902,-0.8099902,0.4100293,1.68001,1.10001,0.9899902
"3874",0.1599805,-0.3599805,-0.3399805,0.170039,-0.4299805,-0.3499805,0.13
"3882",-1.045039,-0.745,-0.985,-0.2749805,0.475,0.045,-0.4850195
"3889",-0.410039,-0.68,-0.39,-0.6899805,-0.49,0.18,-0.9100195
"3891",-0.435039,-0.455,-1.035,-0.5049805,-0.665,-0.305,-1.21502
"3897",-0.207539,-0.3675,0.0725,-0.1274805,-0.7675,-0.3375,0.03248047
"3910",-0.705039,0.215,-0.745,0.06501953,-0.135,0.935,0.3949805
"3921",-0.385039,-0.345,0.185,0.8450195,0.605,0.025,0.9549805
"3924",0.8574512,0.4374902,-1.45251,1.46751,-0.2225098,1.30749,0.8974707
"3929",0.204961,-0.545,-0.085,1.40502,0.495,1.475,0.8649805
"3936",0.244961,-2.265,-2.115,-1.45498,-1.075,-1.385,-2.49502
"3944",-0.160039,-0.38,-0.11,0.5000195,-0.43,-0.14,0.4699805
"3945",-0.07002922,-0.09999023,-0.3299902,0.1700293,-0.4999902,-0.4599902,0.5399902
"3949",-0.290039,-1.23,-0.11,-0.8299805,-1.39,0.45,0.2899805
"3964",-0.750039,-0.02,-0.69,0.6200195,0.72,1.26,-0.5000195
"3966",-0.545039,0.105,-0.955,-0.1549805,0.145,0.965,-0.5550195
"3967",0.289961,-0.24,-0.02,1.10002,0.7,0.97,-0.6700195
"3979",0.414961,-0.185,0.275,0.3550195,1.025,0.275,0.2349805
"3982",-0.345039,-0.025,-0.135,-0.6049805,0.005,0.045,-0.2850195
"3991",0.02996101,-1.29,0.06,-0.5899805,-0.3,-0.52,-0.3700195
"3992",0.134961,-1.265,0.145,-0.6049805,-0.505,-0.585,-1.18502
"3998",0.3099512,-0.5400098,0.4899902,0.02000977,0.2999902,0.2799902,0.2399707
"3999",0.234961,-0.655,0.795,0.2150195,0.235,0.085,0.1649805
"4000",0.174961,-0.405,0.635,0.03501953,0.035,0.195,0.2149805
"4008",0.119961,-0.49,-6.938894e-18,-0.1199805,0.14,-0.4,-0.6300195
"4011",-0.300039,-1.15,-0.91,-0.5799805,-0.91,-0.79,-2.51002
"4014",0.694961,-0.685,-0.245,-0.1049805,0.115,-0.225,-0.6650195
"4016",0.469961,-0.16,-0.29,-0.2999805,-0.07,-0.31,0.03998047
"4017",0.739961,0.42,0.72,-0.6299805,0.15,-0.08,0.2199805
"4019",0.539961,-0.17,0.17,-0.3699805,0.1,-0.3,-1.22002
"4022",0.4299512,-0.8100098,0.1699902,-0.009990234,0.1699902,0.6099902,-0.0400293
"4026",0.3999512,-0.1500098,0.6099902,9.765625e-06,0.5999902,-0.06000977,-0.0600293
"4034",0.234961,-0.355,-0.095,-0.2949805,-0.295,0.205,-0.07501953
"4045",-0.575039,-0.195,0.185,0.9150195,-0.125,0.955,-0.04501953
"4049",-1.820049,0.4399902,-1.86001,9.765625e-06,0.09999023,0.5399902,0.7899707
"4051",-0.130039,0.98,-0.31,1.06002,0.99,1.16,0.7899805
"4055",0.359961,1.04,0.18,1.09002,0.19,1.31,0.4099805
"4062",0.944961,1.205,-0.615,0.5450195,0.085,0.725,1.38498
"4066",0.9749805,0.8150195,-0.09498051,0.985039,0.5950195,0.7850195,1.635
"4067",-0.005019493,0.7350195,0.3750195,-0.454961,-0.3949805,0.6150195,0.295
"4072",-0.775039,1.615,0.355,0.6250195,0.715,1.215,-0.7050195
"4083",0.02496101,-0.085,-0.255,-0.2549805,-0.005,0.155,0.02498047
"4084",-0.380039,-0.43,-0.01,-0.1599805,-0.2,0.14,-0.2600195
"4086",0.114961,-0.665,-0.805,-0.4449805,-0.235,0.265,-0.5950195
"4088",-0.790039,-0.2,-0.57,0.8700195,-0.34,-0.22,-0.4600195
"4093",-0.645039,-2.495,-2.635,-2.92498,-2.665,-4.135,-3.74502
"4100",-1.195039,-1.655,-1.645,-1.21498,-1.045,-1.525,-1.92502
"4108",0.124961,-0.035,-0.445,0.4950195,-0.005,0.215,-0.4250195
"4124",-0.09503899,0.225,-0.145,-1.28498,0.115,0.955,0.8049805
"4128",-0.462539,-0.8525,0.3375,1.40752,0.4975,0.6975,-0.2825195
"4132",0.249961,-0.44,-0.07,0.3200195,-0.53,0.48,0.1699805
"4135",0.07996101,-0.02,-0.11,0.1800195,0.11,0.5,-0.04001953
"4142",-0.02003899,0.26,0.16,0.2500195,1.01,0.3,0.2799805
"4147",-0.690039,0.17,-0.18,-0.4499805,-1.04,0.37,0.08998047
"4148",-0.630039,-0.28,-0.37,-0.2699805,-0.15,-0.16,0.4499805
"4150",-0.335039,0.105,-0.495,1.06502,-0.375,0.005,0.2349805
"4151",-0.4700292,-0.1099902,-0.5099902,1.540029,-0.3699902,-0.4299902,0.02999023
"4152",-0.225039,0.015,-0.655,0.7050195,-0.555,-0.365,-0.1150195
"4164",-0.140039,-1.59,-0.47,-1.57998,-0.35,-1.35,-1.22002
"4168",-0.350039,-0.57,-0.31,-0.7099805,-0.89,-0.35,-0.7500195
"4172",0.209961,0.12,-0.61,-0.4599805,-0.41,-0.1,0.4599805
"4185",-0.05504875,0.1449902,-0.4750098,-0.5549902,-0.5050098,0.06499023,-0.4950293
"4188",0.314961,-0.135,-0.625,0.9250195,-0.025,-0.995,-1.12502
"4189",0.224961,0.615,-0.245,1.40502,0.345,-0.215,-0.3150195
"4190",0.877461,-0.0925,0.3875,0.5275195,-0.1525,-0.1525,-0.6825195
"4191",0.579961,0.26,0.23,0.4200195,0.24,0.26,-0.6300195
"4193",0.179961,0.18,-0.06,-0.1499805,0.06,-0.46,-0.3600195
"4194",0.539961,-0.04,-0.2,0.1600195,-0.21,0.11,-0.9400195
"4202",-0.210039,1.97,1.17,-0.1099805,0.51,0.67,0.3599805
"4203",-0.215039,0.935,0.405,-0.4249805,-0.235,0.265,-0.2150195
"4205",0.244961,0.855,0.595,-0.3949805,0.335,0.505,-0.1150195
"4206",-0.105039,-0.255,0.285,0.2650195,0.225,-0.375,-0.5050195
"4209",-0.01503899,-0.215,0.285,0.2450195,-0.055,-0.005,-0.4950195
"4213",-0.09004875,0.07999023,0.02999023,0.7900098,0.5799902,-0.2400098,0.5699707
"4214",0.7599512,-0.2400098,0.1999902,0.02000977,0.2299902,-0.4100098,-0.8100293
"4215",-0.325039,0.055,-0.055,-0.1949805,0.065,-0.215,-0.5850195
"4216",-0.200039,-0.16,0.06,-0.1199805,0.29,3.469447e-18,-0.8100195
"4218",0.334961,-0.545,0.175,-1.30498,0.105,-0.595,-0.6850195
"4220",-0.580039,0.03,-0.5,-0.1699805,0.26,0.19,-0.1200195
"4226",0.03996101,0.57,0.33,-0.7099805,0.15,-1.04,0.07998047
"4231",0.269961,0.14,-0.23,-0.01998047,-0.1,-0.36,0.02998047
"4232",-0.132539,0.1275,0.2375,0.04751953,-0.2825,-1.2125,0.3174805
"4234",0.192461,0.2325,0.2325,0.07251953,0.3325,-0.2975,-0.5675195
"4237",-1.94931e-05,-0.3399805,-0.01998051,-0.109961,0.08001949,-0.5399805,-0.85
"4239",-0.260039,-0.05,-0.41,-0.7899805,-0.06,0.19,-0.4500195
"4241",-0.470039,0.24,-0.48,-0.1199805,-0.55,2.53,0.3899805
"4243",-0.02501949,0.6950195,1.265019,1.435039,1.695019,0.3750195,0.285
"4244",-0.005019493,0.7650195,0.7950195,1.805039,2.255019,0.6950195,0.115
"4249",0.02495125,-0.07500977,-1.12501,-0.004990234,0.4049902,-0.3350098,0.6049707
"4251",-0.375039,2.015,0.335,0.7350195,0.565,2.255,1.82498
"4258",0.02998051,0.4600195,-0.6699805,-0.639961,-0.7699805,-1.429981,-0.7
"4267",0.289961,-1.27,-1.07,-0.1299805,-0.5,-1.03,-1.35002
"4268",0.104961,-0.905,-0.425,-0.02498047,0.005,-0.425,-0.6450195
"4274",0.09996101,-0.83,-0.15,0.02001953,0.2,0.16,-0.4200195
"4283",-0.215039,0.025,-0.195,-0.1649805,-0.245,0.045,0.4849805
"4286",-0.450039,-1.08,-0.93,-0.8099805,-0.39,-0.04,-0.1200195
"4289",-1.28001,-2.219971,-1.879971,-0.4799512,-1.199971,-1.549971,0.04000973
"4292",-0.580039,-1.47,-0.99,-0.4899805,-0.08,0.47,-0.7600195
"4297",-0.195039,-0.125,-0.875,-0.1449805,-0.705,0.755,-1.61502
"4299",0.05246101,-1.0875,-1.0475,1.92252,-0.2775,-1.3775,1.30248
"4302",-0.940039,0.75,0.33,0.2500195,0.22,-0.23,-0.2200195
"4312",0.899961,-0.58,0.15,1.41002,0.2,-0.89,-0.5900195
"4316",0.009980507,-0.009980507,-0.3199805,0.290039,0.4100195,-0.1299805,0.74
"4321",0.344961,-0.125,-0.305,-1.59498,-0.665,0.895,0.09498047
"4325",-0.420039,0.17,-0.03,-0.1999805,-0.49,1.54,-0.4900195
"4332",0.1599805,-1.209981,-0.2199805,-1.169961,-0.09998051,-1.699981,-1.46
"4337",-0.355039,-0.315,-0.135,0.7050195,0.025,-0.375,-0.3550195
"4340",-0.170039,0.46,-1.52,-0.8099805,-0.95,-1.2,-0.6300195
"4341",-0.615039,-0.025,-2.745,-1.48498,-1.945,-3.075,-1.58502
"4342",-0.5800488,-0.2000098,-0.4600098,-0.4999902,-0.1700098,-0.7000098,-0.4500293
"4343",-0.795039,-0.835,-0.695,-0.6349805,0.055,-0.935,-0.4650195
"4346",-0.09503899,-1.385,-0.235,-0.6249805,-0.235,-0.965,-0.4950195
"4349",-0.337539,-0.1575,-0.5075,-0.1574805,0.0525,-0.6675,-0.2275195
"4353",0.524961,-0.865,-2.135,-1.99498,-0.335,-2.745,-0.9850195
"4354",0.779961,-0.31,-2.59,-3.57998,-0.42,-2.81,-0.3900195
"4363",-0.440039,0.48,-0.21,1.51002,0.31,1.06,-0.1000195
"4366",-1.015039,0.125,-0.385,-1.81498,-0.235,-0.015,-0.4750195
"4369",-0.535039,0.055,0.375,0.5350195,0.155,-0.475,-0.1350195
"4370",-0.06003899,-0.01,0.18,-0.03998047,0.12,-0.59,0.01998047
"4371",-0.405039,-0.655,0.575,0.6250195,0.705,-0.305,0.04498047
"4374",0.239961,0.27,0.01,-0.4799805,-0.67,-0.18,-1.42002
"4377",0.489961,0.57,0.85,0.2800195,-0.72,-1.34,-3.19002
"4379",-0.540039,1.81,0.08,0.6800195,0.27,1.53,0.03998047
"4381",0.524961,-0.125,0.185,-0.4549805,-0.005,-0.165,0.05498047
"4382",0.4999708,-0.06999023,0.09000977,-0.5099707,-0.1099902,0.3100098,0.04999023
"4385",-0.4600195,0.6200195,-0.05998051,0.260039,0.3000195,-0.2099805,-1.12
"4389",0.104961,-0.475,0.295,0.3850195,-0.155,-1.005,-0.2450195
"4390",-0.005038986,-0.375,-0.265,-0.2549805,-0.135,-0.475,-0.1350195
"4391",0.214961,-0.105,0.215,-0.2249805,0.255,-0.235,0.1349805
"4394",-0.5450488,-1.19501,-1.45501,-1.44499,-1.37501,-1.69501,-0.9550293
"4397",-0.650039,-0.95,-0.93,0.4700195,1.36,0.21,2.47998
"4398",-0.440039,-0.91,-0.65,0.8000195,1.97,0.23,2.95998
"4405",-0.04253899,-0.6125,-0.2725,-0.7424805,-0.5825,0.0175,-0.2125195
"4407",-0.550039,0.55,-0.32,-0.1699805,-0.09,0.04,-0.2600195
"4409",0.359961,0.28,-0.21,0.02001953,-0.22,-0.38,0.6599805
"4428",-0.755039,-0.225,-0.245,-0.6249805,-0.125,-0.005,0.4449805
"4432",-0.430039,-0.72,-1.733368e-17,0.2800195,0.04,-0.21,0.2099805
"4435",-0.120039,-0.24,-0.1,-0.4599805,-0.27,0.62,0.3699805
"4438",-0.575039,-1.265,-0.505,-1.67498,-0.675,0.445,-0.08501953
"4439",-0.250039,-1.83,0.09,0.2400195,-0.68,-0.8,-0.7200195
"4440",-0.280039,-0.75,-0.82,-0.6499805,-0.2,-0.25,-0.1000195
"4443",-0.01003899,-0.14,-0.39,-0.5199805,-0.48,-0.72,0.2599805
"4444",0.07997078,0.3100098,-0.7599902,-0.5699707,-0.4099902,0.1300098,-0.01000977
"4445",-0.02504875,0.5449902,-0.1750098,-0.004990234,-0.2150098,0.3249902,0.1049707
"4446",-0.230039,0.11,-3.469447e-18,0.1900195,0.26,-0.81,0.4199805
"4448",1.474951,0.6649902,-1.69501,-0.004990234,-1.24501,-0.3950098,0.5749707
"4451",-0.290039,1.66,-1.27,1.78002,-1.53,1.5,-1.59002
"4452",-0.165039,1.895,-0.975,1.95502,-1.255,1.825,-1.02502
"4455",0.1749708,1.55501,-0.6349902,1.265029,0.07500977,2.12501,-0.7950098
"4457",-0.440039,-0.64,-0.92,-1.06998,-0.57,-0.36,-0.3100195
"4463",0.07997078,-0.5199902,-0.5099902,0.0900293,0.06000977,-0.2899902,-0.09000977
"4477",-0.01001949,-0.4599805,-0.5299805,-0.559961,0.07001949,-0.3499805,0.36
"4480",-0.06003899,1.34,0.74,0.9100195,-0.15,-0.04,0.9599805
"4484",0.319961,-0.23,0.41,1.26002,-0.28,-1.42,-1.49002
"4487",-0.480039,0.39,0.47,-0.3599805,-0.15,-0.57,-0.6800195
"4495",0.03496101,0.465,0.135,0.9150195,0.775,0.405,0.8249805
"4499",0.4899708,0.7800098,0.6300098,0.9100293,0.5800098,0.9600098,0.9699902
"4504",-0.03003899,0.65,-0.84,0.6900195,0.04,0.97,0.5399805
"4508",0.02996101,-0.29,0.56,0.9300195,0.62,0.56,-0.3300195
"4509",-0.140039,-0.38,0.66,0.8200195,0.46,0.9,-0.4000195
"4512",0.164961,-0.805,0.125,0.1250195,0.335,0.855,0.4649805
"4520",-0.105039,-0.775,0.095,0.2350195,0.745,0.715,-0.3750195
"4522",-0.08003899,-0.27,-0.14,0.4600195,-0.1,-0.27,-0.07001953
"4525",0.459961,-0.25,0.18,0.6400195,0.39,0.08,-0.6900195
"4526",0.564961,-0.315,0.125,0.2950195,0.235,-0.455,-0.2550195
"4531",-0.2300292,0.5800098,0.3100098,0.0900293,0.3200098,-0.5299902,-0.03000977
"4532",0.01,0.410039,0.100039,-0.1699415,0.600039,-0.269961,0.6400195
"4534",-0.09503899,0.005,-0.115,0.4850195,-0.545,0.245,0.4649805
"4535",0.04996101,-0.15,-0.17,0.4700195,0.34,0.64,-0.08001953
"4541",-0.617539,0.6725,-0.0175,-0.7874805,-0.1775,-0.0975,-0.3775195
"4548",0.1799512,0.1299902,-0.4400098,-0.6099902,0.3199902,-0.3800098,0.6699707
"4551",0.464961,-0.055,0.325,1.65502,1.595,0.805,0.3649805
"4552",0.104961,-0.035,0.315,1.54502,1.585,0.495,0.5049805
"4553",0.9049708,0.2750098,0.1950098,0.8650293,0.1550098,-0.3549902,0.3049902
"4554",1.074961,0.295,0.315,0.7750195,0.615,-0.185,0.09498047
"4555",0.899961,0.33,0.54,1.36002,0.99,-0.19,-0.1000195
"4557",0.6849708,0.5350098,-0.004990234,0.3150293,-0.4349902,0.3750098,0.004990234
"4558",-0.07503899,0.715,0.135,0.7150195,0.645,0.035,0.3549805
"4561",1.014961,-0.205,-0.255,0.4550195,0.685,0.495,-0.1050195
"4563",0.9949512,0.09499023,0.1549902,1.18501,0.1849902,1.34499,0.6149707
"4570",-0.735039,0.545,0.485,0.2250195,0.195,0.305,-0.1550195
"4571",0.574961,0.215,0.445,0.4850195,0.475,0.185,1.35498
"4572",0.2849708,1.25501,0.5850098,0.6150293,0.3350098,0.4950098,0.8949902
"4574",0.374961,0.445,0.615,1.19502,1.625,1.725,-0.09501953
"4575",0.624961,1.165,0.245,1.62502,1.115,0.115,-0.7950195
"4576",0.5799512,1.53999,0.3999902,1.71001,0.9699902,0.03999023,-0.5200293
"4577",0.649961,1.24,-0.8,1.23002,0.51,0.6,0.1099805
"4590",-0.425039,-0.495,-0.095,-0.3149805,0.225,0.055,0.2049805
"4596",-0.605039,-0.415,-0.065,0.04501953,0.095,0.275,-0.3050195
"4601",-0.220039,-0.47,-0.32,0.2700195,-0.26,0.08,0.2499805
"4602",-0.1350488,-0.3350098,-0.2950098,0.3750098,-0.1150098,0.2949902,0.3249707
"4603",0.269961,-0.64,-0.05,0.4300195,0.01,-0.3,0.07998047
"4611",0.109961,0.09,0.17,0.4900195,0.28,-0.28,0.1299805
"4613",-0.110039,0.94,0.32,0.3300195,0.27,0.26,0.4799805
"4615",0.07996101,0.23,-0.05,-0.6099805,-0.06,-0.31,-0.3100195
"4616",0.279961,0.51,-0.03,-0.06998047,-0.31,0.03,0.04998047
"4617",-0.225039,0.355,0.425,0.3150195,0.185,0.105,-0.1850195
"4620",0.009980507,0.4500195,-0.07998051,0.930039,0.7900195,0.2700195,0.26
"4623",-0.180039,-0.16,-0.08,0.3200195,-0.17,-0.4,0.01998047
"4624",-0.05003899,0.24,-0.27,0.4500195,-0.14,-0.33,-0.02001953
"4625",0.01497078,0.01500977,-0.2949902,0.4850293,-0.06499023,-0.4549902,-0.1750098
"4627",0.08995125,0.5299902,-9.765625e-06,9.765625e-06,0.1599902,-0.5200098,0.0799707
