"","V23","V56","V59","V60","V61","V62","V63","V64"
"3163",-0.07,-0.05,-0.63,-0.1,-0.22,0.22,0.55,0.49
"3164",-0.36,-0.01,-0.9,-0.85,-0.65,-0.24,-0.24,0.5
"3167",0.46,0.53,-0.24,-0.51,0.19,6.938894e-18,0.1,0.17
"3169",-0.495,0.155,-1.015,-0.535,-0.405,-0.015,-0.235,0.205
"3170",-0.235,0.085,-0.545,-0.575,-0.535,0.105,-0.185,0.185
"3171",0.225,-0.135,-0.775,-0.285,-0.015,-0.125,1.085,1.305
"3172",0.3575,-0.0025,-0.6425,-0.7725,-0.1825,-0.4825,0.5975,0.1775
"3173",0.1350195,-0.2049805,-0.4549805,0.08501949,-0.08498051,0.4350195,0.5450195,0.4650195
"3175",0.105,0.565,0.235,-0.315,-0.115,0.195,-0.355,0.805
"3177",0.595,0.395,-1.675,-0.155,-0.275,-0.025,0.325,0.485
"3180",-0.35,-0.24,-0.09,0.05,-0.39,0.35,-0.33,0.28
"3181",-0.295,0.185,-0.795,-0.015,-0.195,0.545,0.155,0.375
"3183",-0.475,0.535,-0.585,-0.175,-0.105,0.195,-0.235,0.015
"3188",0.9250195,0.9550195,-0.2749805,0.2150195,0.8950195,0.5650195,0.8450195,0.3050195
"3190",0.02501953,0.5650195,-0.1149805,-0.1549805,-0.4149805,0.4050195,0.1850195,0.3650195
"3203",0.535,0.055,-0.795,0.045,0.285,-0.095,-0.175,0.425
"3207",0.445,-0.085,-0.305,-0.105,0.235,0.235,-0.465,0.075
"3214",-0.265,0.125,0.195,0.285,0.355,-0.005,-0.605,0.115
"3225",0.235,-0.395,-0.285,0.265,-0.075,0.305,-0.255,-1.035
"3226",-0.41,0.13,3.469447e-18,-0.73,-0.58,-0.69,-0.27,-0.32
"3235",-0.45,-0.93,0.21,-0.22,-0.36,0.26,-0.25,0.12
"3241",-0.235,0.005,-0.585,0.565,-0.055,0.085,0.295,-0.115
"3267",-0.135,-0.305,-0.885,0.705,0.575,0.255,0.705,0.155
"3268",1.734723e-18,-0.13,-0.38,0.75,0.72,0.33,1.21,0.39
"3272",0.325,0.415,-0.415,0.695,0.145,-0.285,0.595,0.545
"3273",0.515,-0.295,-0.165,0.255,-0.015,-0.155,0.135,-0.015
"3275",0.2250098,-0.3349902,0.7050098,0.7050098,0.8950098,0.4850098,0.1050098,0.02500977
"3282",-0.365,-0.005,-0.015,0.635,0.695,0.235,0.345,1.495
"3284",-0.6850098,1.16499,0.3149902,1.01499,0.5349902,0.01499023,0.2949902,1.88499
"3294",0.715,-0.335,-0.005,0.355,0.545,-0.275,0.895,-0.185
"3295",0.155,0.305,-0.145,0.455,0.045,0.045,0.065,-0.135
"3308",-0.004990234,-1.85499,-0.03499023,0.1550098,0.1950098,-0.4349902,-0.2449902,0.1550098
"3309",-0.9350098,-1.09501,-0.005009766,1.01499,0.6049902,-1.36501,0.1949902,-0.5250098
"3312",-0.07998051,-0.4799805,0.2400195,1.510019,0.3800195,-0.01998051,-0.3899805,0.2100195
"3314",-0.195,-0.815,0.725,1.505,1.355,0.165,0.585,0.775
"3322",-0.55,-0.76,0.32,0.73,0.47,-0.38,-0.48,-0.4
"3323",-0.34,-0.5,0.43,0.05,-0.11,-0.53,0.24,-0.2
"3324",-0.69,-0.18,0.66,0.72,0.9,0.29,0.69,0.5
"3332",0.1100098,-0.05999023,0.1600098,-0.5399902,-0.4099902,-0.05999023,0.1100098,0.3400098
"3337",0.1400098,-0.6999902,-0.2399902,0.03000977,-0.1999902,-0.2799902,0.06000977,-0.009990234
"3338",0.115,-0.395,-0.275,-0.245,-0.585,-0.105,-0.355,-0.415
"3340",0.325,-0.745,-0.285,-0.285,-0.715,-0.875,-0.175,-0.025
"3343",-0.1400098,-1.32001,0.1899902,-0.4100098,0.05999023,-0.3000098,-0.5700098,0.1099902
"3344",-0.095,-0.425,-0.285,-0.755,0.045,-0.415,-0.605,0.025
"3346",0.175,-0.655,-0.845,-0.445,-0.285,0.125,-0.355,-0.125
"3354",-0.17,-0.47,-0.78,-0.64,-1.06,-0.5,-0.5,-0.29
"3360",-0.7949902,-0.6049902,0.2150098,-1.16499,-0.2049902,-0.7349902,-0.7149902,-0.1049902
"3361",-0.93,-0.55,0.64,-0.78,-0.07,-0.51,-0.78,-0.11
"3364",0.08,1.47,-0.09,0.02,0.2,0.54,0.09,-0.45
"3366",0.525,-0.025,0.985,0.885,0.785,-0.155,0.495,0.785
"3376",0.0525,-0.1975,0.2025,-0.1975,-0.6675,0.2725,-0.6775,0.1125
"3378",0.04,-0.24,0.17,0.76,0.15,0.79,0.48,-0.08
"3386",0.025,-0.215,-0.625,-0.165,0.065,-0.275,0.415,0.655
"3390",-0.05,-0.07,0.21,-0.25,0.31,0.13,0.33,0.15
"3391",0.4949902,-0.4550098,1.23499,0.1849902,-0.07500977,0.4549902,0.6149902,0.1149902
"3392",-0.12,-0.51,0.02,-0.43,-0.94,-0.34,-0.47,-0.18
"3400",-1.0675,-0.1675,0.4925,-0.5675,-0.2975,-0.2475,-0.0875,-0.0875
"3404",0.68,0.27,0.37,-0.42,0.01,-1.44,0.7,-1.07
"3408",-0.315,-0.375,0.535,-0.325,-0.115,-0.395,-0.585,-1.005
"3412",-0.3749805,-0.3449805,-0.1449805,-0.1449805,-0.1049805,0.2750195,-0.06498051,0.2650195
"3413",0.47,-0.18,0.72,-0.2,-0.63,-0.27,-0.09,0.82
"3416",-0.8050098,0.2949902,-0.2350098,0.4349902,0.08499023,-0.4750098,-0.02500977,-0.005009766
"3420",-0.6849903,-1.07499,-0.1049903,-0.4949903,-0.4449903,-0.05499027,-0.8149903,-0.3449903
"3424",0.365,-0.395,-0.315,0.015,-0.115,-0.535,-0.175,-0.265
"3427",0.535,-0.775,0.095,-0.175,-1.525,-0.325,-0.315,-0.755
"3439",-0.265,-2.285,-1.305,-1.415,-1.595,-1.235,-0.995,-1.275
"3445",1.045,-2.325,-1.325,-1.975,-0.765,-0.665,-0.835,-0.365
"3447",-0.7900098,-1.30001,-0.6100098,-1.72001,-0.8300098,-2.37001,0.1099902,-0.7700098
"3449",0.3,-0.02,-0.75,-0.61,-1.03,-0.76,-0.24,-0.09
"3460",0.64,0.15,0.01,-1.81,-0.36,0.03,-1.01,-0.33
"3467",-0.75,0.64,0.7,-0.29,-0.01,-0.32,0.57,-0.89
"3470",-0.045,0.095,-0.305,-0.435,-0.465,-0.505,0.675,-0.115
"3472",-0.645,1.225,-0.435,-0.965,0.085,-0.315,0.635,0.245
"3473",0.535,2.455,-0.095,-1.795,-1.805,-0.965,0.215,-0.905
"3475",0.515,1.385,-0.315,0.845,-0.585,-0.905,0.555,0.515
"3476",0.4450098,0.6250098,0.03500977,-0.1849902,-0.06499023,-1.06499,0.3050098,-0.6849902
"3478",0.54,0.48,-0.33,-1.14,-0.72,-0.55,0.12,-0.11
"3486",-0.0525,-0.4025,-0.6625,0.1375,-0.0325,-0.5925,0.3875,-0.8325
"3489",-0.0475,0.1225,-0.7175,-0.5075,-0.7375,-0.6475,-0.7475,-0.2275
"3501",-0.1849902,1.14501,-1.24499,-1.35499,0.5350098,-0.9849902,-0.05499023,0.2250098
"3502",0.385,2.595,-0.965,0.925,-1.745,0.595,2.275,0.165
"3503",0.11,0.64,-0.66,0.34,0.42,0.56,-0.27,0.08
"3508",-0.01499023,0.2150098,-0.4849902,0.6750098,0.06500977,-0.3849902,0.3750098,0.1450098
"3509",0.155,0.545,-0.335,0.625,0.295,0.015,-0.015,-0.165
"3510",0.075,1.015,-0.175,0.705,1.195,0.785,0.945,0.155
"3513",0.125,-0.095,0.105,0.105,-0.085,0.085,0.095,0.015
"3515",0.065,-1.055,-0.055,0.055,0.365,-0.645,0.515,-0.455
"3518",0.145,-0.945,0.695,1.065,-0.085,1.575,0.105,-0.635
"3519",-0.415,-0.825,-0.235,0.115,-0.155,0.055,-0.645,-0.245
"3522",-0.04498051,0.4550195,-0.3349805,-0.2849805,0.1150195,-0.01498051,-0.2349805,-0.6649805
"3523",2.515,1.065,-2.005,2.485,1.725,1.195,-2.145,0.825
"3527",0.915,-0.255,0.865,0.445,-0.175,-0.465,0.835,-0.525
"3528",1.425,-0.395,0.275,-0.395,-0.175,-0.175,-0.295,-0.005
"3530",1.4325,-0.4475,0.0125,-0.6175,-0.2375,-0.3275,-0.0875,-0.1875
"3533",0.355,-0.475,-0.715,-0.635,0.715,0.755,0.925,-0.295
"3535",1.105,-0.155,-0.445,-0.265,0.825,0.695,0.885,-0.315
"3536",0.4550195,-0.3349805,-0.6749805,-0.3149805,0.5050195,0.3950195,0.7050195,-0.3149805
"3537",0.04,-0.55,-0.94,-0.37,0.74,0.7,0.86,-0.36
"3538",-0.1225,0.4875,-0.5225,-0.1325,1.1175,-0.0925,-0.4825,1.0075
"3542",0.015,0.005,0.155,0.765,-0.425,0.115,0.065,-0.395
"3550",0.16,-0.34,-0.58,-0.05,0.74,-0.28,-0.07,-0.75
"3551",-0.1449805,0.1550195,-0.09498051,0.1250195,-0.7149805,-0.01498051,-0.1749805,-0.04498051
"3552",-0.555,-0.485,0.175,-0.005,0.285,-0.525,0.275,0.115
"3556",-0.3599805,0.3900195,0.5800195,-0.1699805,-0.4399805,-0.2699805,0.3100195,0.3600195
"3557",-0.9050098,0.7149902,-0.1650098,0.5549902,-0.1450098,-0.4650098,0.9949902,0.7549902
"3558",0.0025,0.1525,-0.1975,0.7825,0.0925,-0.6575,0.8325,0.3825
"3560",-0.61,0.66,0.3,0.38,1.48,0.08,0.27,-0.72
"3562",-0.4925,0.9175,0.6675,0.9875,0.3175,1.3975,0.6775,1.3675
"3565",-0.12,-0.07,-0.41,0.63,-0.29,-0.05,1.21,0.52
"3567",0.505,0.715,-0.305,0.455,0.365,-0.545,0.055,0.215
"3575",-0.525,-0.285,-0.635,-0.855,-0.105,-0.195,0.005,0.815
"3577",0.5949902,-0.6050098,0.1049902,-0.9050098,-0.2050098,-0.1750098,-0.6950098,0.01499023
"3583",0.1,-1.13,-0.15,-0.6,-0.66,-0.5,-0.51,0.32
"3584",0.1749902,-0.3150098,-0.09500977,-0.4650098,-1.49501,-0.7550098,0.5549902,0.3149902
"3590",-0.095,-0.355,0.335,-0.245,-1.115,-0.545,-0.505,0.355
"3593",0.2050195,0.09501949,-0.4549805,-0.6149805,-0.6249805,-0.2349805,-0.1849805,0.2550195
"3596",0.4049902,0.7849902,-0.2850098,-0.1050098,-0.4250098,-0.5650098,-0.4450098,-0.03500977
"3598",0.335,0.265,0.475,0.175,-0.235,-0.215,0.085,-0.025
"3601",0.355,-0.015,0.605,0.095,-0.345,0.005,-0.005,0.055
"3607",0.475,-0.315,-0.625,-0.075,-0.795,-0.745,-0.475,-0.255
"3608",0.2699902,0.06999023,-1.10001,-0.3400098,-0.6300098,-0.6600098,-0.6800098,-9.765625e-06
"3610",0.455,-0.135,-0.635,-0.195,-0.245,-0.275,-0.325,-0.435
"3617",0.2250195,-0.1549805,-0.2849805,0.7150195,-0.07498051,-0.7349805,0.1150195,0.04501949
"3621",-0.33,2.602085e-18,-0.56,0.66,-0.42,-0.85,-0.66,-2.602085e-18
"3624",0.175,0.345,0.025,-0.285,-0.005,-0.695,-0.045,0.065
"3627",0.05,0.23,0.02,0.39,0.2,-0.29,0.05,-0.1
"3635",-0.19,-0.22,0.38,0.55,0.45,0.33,-0.25,0.31
"3636",0.01,0.14,0.03,0.1,-0.26,0.08,-0.64,0.09
"3638",0.055,-0.175,0.805,0.475,0.455,-0.025,-0.555,0.405
"3641",0.475,0.465,-0.325,0.445,0.095,-0.295,-0.515,-0.005
"3643",0.3200098,-0.5899902,-0.6799902,0.3200098,0.05000977,-0.01999023,-0.3799902,0.1000098
"3646",0.11,-0.95,0.62,-0.44,-0.13,-0.67,-1.68,-0.53
"3649",-0.085,-0.905,0.585,0.545,0.865,-0.225,-0.725,-0.335
"3650",0.45,-1.2,0.18,-0.03,-0.26,-0.47,-1.34,-0.56
"3652",0.1,-1.04,-0.7,-0.05,0.12,0.18,-0.43,-0.24
"3653",-0.32,-0.63,0.13,-2.608861e-18,-0.11,2.608861e-18,-0.31,0.09
"3654",0.19,-1.07,1.08,0.32,0.01,-0.02,-0.77,0.09
"3655",0.035,-0.025,0.775,0.335,0.255,0.405,-0.605,-0.015
"3656",0.1875,-0.5225,0.6575,0.2675,0.4575,-0.1125,-1.0725,-0.4825
"3659",-0.58,-0.63,0.78,0.43,-0.04,-0.17,-1.4,0.77
"3663",0.21,-0.28,1.31,0.5,0.9,0.01,-2.23,0.1
"3664",-0.275,-0.295,0.315,0.565,0.145,-0.365,-0.355,0.065
"3670",0.855,-0.115,0.355,0.825,0.215,0.975,0.465,0.635
"3673",0.09,-0.52,-0.29,0.57,-0.18,-0.06,0.07,-0.01
"3675",-0.155,-0.585,-0.215,0.555,-0.045,-0.415,-0.475,-0.405
"3676",0.48,0.01,0.18,0.72,0.02,-0.18,0.23,-0.47
"3680",-0.37,-3.88,0.26,-1.24,-1.41,0.33,-1.8,0.84
"3686",-0.255,-0.145,0.585,-0.535,-0.015,0.565,-0.565,-0.155
"3688",0.01501949,-0.2349805,0.1750195,-0.6149805,-0.3349805,-0.4749805,0.05501949,-0.6949805
"3698",0.585,-0.425,0.245,-0.475,0.225,0.695,-0.135,-0.135
"3701",-0.43,0.8,-0.15,8.605855e-19,0.39,0.55,0.58,-0.13
"3702",0.02000977,-0.1299902,0.3100098,-0.7099902,-0.03999023,0.3300098,-0.9299902,-0.7799902
"3709",-0.095,0.185,0.075,-0.455,-0.655,0.185,-0.655,0.105
"3710",0.085,-0.155,0.035,-0.065,-0.175,-0.005,-0.325,-0.045
"3714",0.05,0.56,0.34,0.47,0.04,-0.27,-0.98,0.08
"3715",0.2549902,1.06499,0.7049902,0.3449902,-0.08500977,0.1849902,-0.9350098,-0.3250098
"3736",0.09,-0.23,0.32,-0.73,-0.69,0.84,-1.14,0.92
"3742",-0.32,-0.24,-0.05,-0.57,0.45,0.14,-0.19,-0.06
"3753",1.035019,-0.1849805,0.4750195,0.2150195,0.7950195,0.5050195,-0.1649805,-0.4149805
"3767",0.03499023,0.3849902,-0.4650098,0.2649902,0.05499023,0.06499023,-0.07500977,0.1549902
"3776",-0.06499023,-0.6949902,0.5850098,-0.4149902,-0.2349902,-0.07499023,0.2250098,0.1750098
"3779",0.07,0.5,-0.56,-0.19,0.59,-0.08,0.94,-0.18
"3792",-0.5000098,1.51999,-0.4600098,0.05999023,-0.05000977,0.8199902,-0.7900098,-0.02000977
"3793",-0.4149902,1.50501,0.05500977,0.03500977,-0.2249902,0.7150098,-0.9849902,0.06500977
"3795",-0.615,0.765,-0.375,-0.015,-0.395,-0.065,0.455,0.825
"3798",-0.6450098,1.35499,0.6949902,0.4049902,0.1649902,0.9449902,-0.3950098,0.5649902
"3799",-0.675,0.935,0.515,0.155,0.195,0.795,0.095,0.615
"3800",-0.625,0.955,0.575,0.245,0.085,0.925,0.205,0.775
"3803",-0.7575,0.6325,0.3825,0.5425,0.1525,0.9225,-0.1375,0.3925
"3807",-0.9225,0.9475,0.1875,0.3675,0.0775,1.0975,0.4875,0.5075
"3810",-1.02,0.53,0.24,0.66,-0.03,0.8,-0.05,0.72
"3811",-1.26,0.55,0.46,0.69,-0.02,0.74,9.147956e-20,1
"3812",-0.9649902,0.5850098,0.4550098,0.5350098,-0.1849902,0.7350098,-0.1149902,0.8550098
"3813",-0.9875,0.4725,0.6425,0.6325,0.0425,0.8025,-0.3475,0.7325
"3815",-0.985,0.685,0.755,0.715,-0.095,0.875,-0.415,0.835
"3816",-1.045,0.345,0.085,0.355,-0.465,0.675,-0.405,0.565
"3818",-0.68,0.32,-0.21,0.47,-0.31,0.48,0.25,0.72
"3822",-0.7449902,0.6050098,-0.7349902,0.1550098,-0.3449902,0.5350098,0.1050098,0.6350098
"3826",-0.3550098,0.9149902,0.6249902,0.6049902,0.7449902,1.27499,0.1149902,0.6549902
"3829",-0.4400098,1.25999,0.7899902,0.7499902,0.6899902,1.26999,-0.2500098,0.6999902
"3845",0.445,-0.485,-0.065,0.265,0.145,-0.195,0.335,0.455
"3848",-0.86,1.6,0.36,0.46,0.93,1.08,0.17,-0.09
"3857",0.645,0.515,0.815,0.385,0.115,1.315,0.755,0.555
"3859",0.02,-0.05,0.7,0.43,0.9,0.17,-0.18,0.51
"3860",-0.1150098,0.06499023,0.7849902,1.09499,0.9349902,0.1949902,0.5249902,0.6049902
"3863",0.8300195,1.000019,0.06001949,1.180019,-0.009980507,0.8900195,0.7400195,1.250019
"3865",0.005,0.015,-0.165,0.335,-0.455,0.365,1.235,1.605
"3866",-0.175,-0.055,0.165,0.005,-0.485,0.075,0.295,0.475
"3868",0.3,4.3,-0.11,1.49,2.68,1.03,1.93,-0.02
"3869",0.2000098,0.9900098,-0.2599902,0.7100098,0.5000098,1.16001,0.8700098,1.40001
"3874",0.8500195,0.5300195,1.190019,0.5100195,0.4200195,0.9400195,-0.04998051,1.100019
"3882",1.905,-3.695,1.275,1.185,0.025,0.705,1.455,1.045
"3889",-0.22,0.56,0.51,0.54,0.49,0.7,1.5,0.27
"3891",0.015,1.275,0.435,1.085,0.865,0.275,1.055,-0.005
"3897",-0.2075,-0.1375,0.6225,1.1025,0.5625,0.1525,1.4625,0.8925
"3910",-0.275,-0.175,0.185,0.985,0.795,-0.085,0.515,0.535
"3921",0.245,-0.145,0.235,1.475,0.475,0.875,-0.465,0.095
"3924",-1.70251,0.1674902,0.8674902,1.72749,0.2874902,1.26749,1.48749,0.9974902
"3929",0.045,-0.215,1.095,0.345,0.275,0.135,0.175,0.125
"3936",-2.565,1.885,3.145,2.265,2.245,1.905,2.945,-0.475
"3944",0.15,0.25,0.57,-0.7,-0.74,-0.53,-0.45,-0.28
"3945",0.2400098,0.1900098,0.6700098,-0.6699902,-0.5999902,-0.6099902,-0.4499902,-0.1399902
"3949",-3.01,1.06,0.37,1.84,1.07,-0.99,1.53,2.05
"3964",0.01,2.42,1.01,1.5,2.57,2.24,-0.01,0.93
"3966",-0.945,0.645,-0.215,1.045,1.725,1.185,-0.605,0.255
"3967",-0.88,1.66,-0.72,0.83,0.49,0.67,1.46,1.48
"3979",-0.845,1.485,-0.175,0.155,-0.245,0.105,-0.135,0.075
"3982",-0.005,0.555,-0.125,1.115,0.185,0.865,0.825,0.715
"3991",0.71,-0.21,0.88,0.21,-0.6,-6.938854e-18,0.13,-0.49
"3992",0.535,-0.205,0.615,-0.085,-0.635,0.015,-0.025,-0.635
"3998",-0.02000977,0.1199902,0.03999023,-0.1100098,-0.2400098,0.1999902,0.7899902,-0.5200098
"3999",-0.195,0.115,0.295,-0.255,-0.325,0.175,0.555,-0.485
"4000",-0.105,0.435,0.185,-0.085,-0.115,0.175,0.495,-0.425
"4008",-0.37,0.18,0.47,-0.29,-0.12,6.938894e-18,0.9,0.14
"4011",-0.42,2.23,1.35,1.46,1.33,1.38,2.64,1.71
"4014",-0.015,-0.155,-0.325,0.595,0.135,0.345,0.195,0.125
"4016",0.05,0.91,-0.08,0.19,0.66,0.25,0.65,0.07
"4017",-0.2,0.24,0.02,-0.25,0.3,0.06,0.6,-0.33
"4019",0.25,0.71,-0.53,-0.14,0.36,-0.17,0.58,-0.15
"4022",-0.8700098,1.42999,-0.2200098,0.1999902,0.08999023,0.2499902,0.3499902,-0.1700098
"4026",-0.7100098,0.2699902,0.3799902,0.1999902,-9.765625e-06,0.1899902,0.2399902,-0.6200098
"4034",-0.235,2.525,-0.405,0.415,0.225,0.245,-0.235,-0.145
"4045",-0.695,0.595,0.065,0.715,0.185,0.655,0.455,-0.195
"4049",0.08999023,0.5199902,-9.765625e-06,0.4699902,0.3199902,-0.8300098,-0.2600098,-0.5000098
"4051",-0.23,0.77,0.15,2.08,0.06,-0.86,0.45,-0.09
"4055",-0.61,0.02,0.62,0.13,-0.29,0.71,0.74,0.25
"4062",0.085,2.135,1.665,1.095,1.585,1.905,2.195,1.635
"4066",-0.04498051,0.5450195,1.115019,0.2850195,-0.2249805,-0.05498051,0.4250195,0.4250195
"4067",0.9350195,0.005019493,0.5250195,0.4950195,-0.04498051,0.5350195,0.4150195,0.5450195
"4072",0.365,0.415,1.665,-0.155,0.595,2.355,0.715,0.975
"4083",-0.225,0.355,0.315,0.885,-0.005,0.015,0.635,0.025
"4084",-0.42,0.33,0.31,0.9,0.18,0.01,1,-0.31
"4086",0.225,0.255,0.505,0.935,0.055,0.425,0.795,-0.055
"4088",1.03,1.19,1.34,1.35,0.48,0.74,1.68,0.79
"4093",-2.465,1.145,-2.565,3.355,1.365,2.535,1.585,2.935
"4100",0.155,0.435,0.755,0.525,0.255,0.115,1.265,0.755
"4108",0.505,0.495,-0.015,1.435,0.605,0.535,0.645,0.335
"4124",-0.325,0.615,1.875,1.015,0.885,0.375,0.535,-0.065
"4128",-0.5825,2.4575,2.0275,1.4875,0.6175,1.2075,0.9575,-0.1125
"4132",-0.49,0.41,0.18,0.89,0.73,-0.31,0.5,0.79
"4135",0.15,0.41,0.22,0.34,0.38,0.28,0.76,0.31
"4142",0.19,-0.23,0.31,1.22,0.27,-0.02,0.59,0.18
"4147",0.18,0.99,0.86,0.01,-0.36,0.41,0.18,0.43
"4148",0.79,0.42,0.64,0.22,-0.55,-0.02,-0.13,0.83
"4150",-0.725,1.015,0.605,0.755,-0.315,-0.085,0.495,0.955
"4151",-0.4499902,1.34001,1.14001,0.8500098,-0.9199902,-0.1699902,0.4300098,1.01001
"4152",-0.005,0.815,0.505,0.635,-0.285,-0.005,0.605,0.775
"4164",-0.09,1.31,0.57,0.31,1.17,0.52,1.07,0.31
"4168",0.33,0.4,1.2,0.16,0.55,1.52,0.68,0.53
"4172",-0.13,1.28,1.88,0.93,1.2,1.49,2.33,1
"4185",0.4549902,-0.3750098,0.7049902,0.5849902,0.2349902,0.9049902,2.46499,1.88499
"4188",0.145,1.035,0.735,0.895,0.135,0.815,0.945,0.705
"4189",0.115,1.195,0.325,0.905,0.255,0.795,1.265,0.675
"4190",-0.1325,0.9775,0.2175,0.6375,0.1275,-0.2825,0.5875,1.0575
"4191",-0.56,1.32,0.4,0.52,0.56,0.37,0.5,0.88
"4193",-0.59,1.03,0.62,0.76,0.49,0.54,1.76,2.26
"4194",-1.28,1.1,0.59,0.61,0.57,0.34,1.09,0.68
"4202",0.58,1.43,0.75,0.74,1.09,0.42,-0.14,0.62
"4203",-0.295,0.005,0.255,0.015,0.145,-0.265,-0.435,0.285
"4205",-0.035,0.175,0.185,-0.025,0.205,0.115,0.055,0.475
"4206",-0.675,-0.005,0.225,0.585,0.135,-0.405,0.145,0.235
"4209",-0.265,1.175,0.425,0.095,0.915,0.665,0.415,-0.295
"4213",-0.8600098,0.5299902,0.4599902,0.7599902,0.9199902,0.8599902,-0.01000977,0.8999902
"4214",-0.4500098,2.25999,0.9699902,1.50999,1.70999,1.31999,0.6799902,1.51999
"4215",-0.135,2.205,0.705,1.565,1.755,1.265,0.415,1.625
"4216",-0.76,1.98,0.01,1.38,1.51,1.1,0.81,1.16
"4218",0.165,3.615,3.125,2.835,2.725,2.585,0.595,1.715
"4220",-0.06,2.85,0.49,1.21,0.76,0.17,1.08,0.04
"4226",0.26,1.65,1.02,1.13,1.26,0.87,-0.85,0.14
"4231",0.01,1.28,1.64,1.63,0.79,0.42,-0.1,0.84
"4232",0.0075,1.5775,1.8075,0.9575,0.2175,0.7575,0.4075,0.8975
"4234",-0.1475,0.7625,1.0025,0.9925,0.7125,0.9825,0.2225,0.7425
"4237",0.3100195,0.9600195,0.4500195,1.580019,0.8200195,1.170019,0.1500195,0.5400195
"4239",-0.7,1.37,1.57,1.09,2.5,1.42,1.01,0.64
"4241",-0.08,2.77,1.96,2.62,1.93,2.58,2.11,1.31
"4243",-1.714981,3.005019,2.115019,2.125019,1.715019,2.035019,1.395019,1.935019
"4244",-3.144981,4.075019,1.705019,2.795019,2.305019,2.585019,2.795019,2.465019
"4249",0.08499023,0.2949902,0.2349902,1.20499,0.2549902,1.15499,1.69499,1.03499
"4251",-2.575,-0.175,3.005,2.215,3.025,2.195,3.055,2.435
"4258",0.6600195,-0.7399805,1.650019,3.130019,0.2000195,1.490019,1.780019,1.080019
"4267",-1.13,0.33,1.02,1.97,0.2,0.6,1.28,0.82
"4268",0.005,0.055,1.145,1.275,0.765,0.395,1.805,1.205
"4274",-0.97,1,1.14,2.14,0.77,1.4,0.98,-0.17
"4283",0.455,0.845,0.975,1.605,1.005,0.935,0.425,0.455
"4286",0.3,1.97,0.84,0.73,1.2,1.16,1.24,1.21
"4289",1.450029,3.180029,3.490029,4.780029,3.020029,3.540029,4.120029,2.150029
"4292",-0.46,1.75,1.68,1.46,0.85,1.48,0.4,1.36
"4297",-0.445,0.695,3.055,2.355,2.455,2.075,2.755,1.425
"4299",-0.1375,2.3325,2.6225,1.2425,1.4525,1.2325,2.1725,1.9025
"4302",1.37,2.52,1.86,3.01,1.5,1.55,2.83,2.06
"4312",0.8,1.43,1.66,2.25,1.29,1.71,0.92,3.11
"4316",0.4300195,1.720019,1.510019,1.370019,1.650019,1.290019,1.590019,1.430019
"4321",-0.705,3.565,2.055,3.175,3.015,2.745,2.165,3.115
"4325",-0.37,3.51,1.87,1.88,1.15,1.91,1.73,1.97
"4332",1.160019,1.690019,1.360019,2.530019,1.610019,2.040019,0.9700195,1.440019
"4337",-0.285,1.275,0.635,1.265,0.505,0.995,1.175,0.455
"4340",-0.08,1.81,1.56,2.52,2.64,2.58,2.36,1.92
"4341",0.025,1.655,3.085,3.335,3.045,3.005,2.815,2.575
"4342",-0.3100098,0.7999902,1.57999,1.94999,0.1699902,1.09999,1.08999,3.00999
"4343",-0.575,1.165,1.565,1.945,0.315,1.125,0.915,2.665
"4346",0.565,0.905,1.485,2.485,1.075,1.555,1.555,1.375
"4349",1.9025,1.4525,1.1725,1.5525,1.1225,1.0725,1.0025,0.9925
"4353",-2.485,0.155,4.335,3.335,1.975,3.545,4.415,4.755
"4354",-2.38,0.87,5.15,3.12,2.54,4.26,5.35,4.8
"4363",-0.25,2.62,1.98,1.84,1.79,0.91,1.21,0.67
"4366",0.035,1.145,0.795,1.505,0.525,0.765,0.775,0.295
"4369",0.385,-0.565,0.905,2.225,1.035,0.945,1.105,-0.335
"4370",0.23,-0.36,0.75,1.76,0.76,0.61,0.55,-0.35
"4371",0.455,0.085,0.895,1.695,0.655,0.905,1.345,-0.075
"4374",-1.01,1.22,1.69,1.63,1.31,1.26,2.08,0.96
"4377",-1.18,0.89,1.79,1.3,1.51,0.44,1.81,1.07
"4379",0.19,0.74,1.67,1.99,0.92,0.99,1.48,0.67
"4381",-0.445,0.005,1.255,1.215,0.545,0.925,1.395,0.975
"4382",-0.2399902,-0.009990234,0.2900098,0.9900098,0.4500098,0.5800098,1.11001,0.6500098
"4385",-0.7399805,0.8100195,0.9200195,1.420019,1.160019,2.360019,2.100019,1.770019
"4389",-0.975,0.465,1.725,2.615,1.215,3.055,1.945,0.555
"4390",-0.405,1.005,0.465,1.485,0.825,0.285,0.955,-0.085
"4391",-0.005,-0.165,0.425,0.845,0.405,0.385,0.325,0.745
"4394",-1.29501,-0.7350098,2.00499,2.63499,0.6749902,1.75499,0.4849902,1.38499
"4397",0.24,2.38,1.22,1.76,2.46,0.76,1.05,-0.18
"4398",0.2,2.53,0.79,1.81,2.47,1.04,1.17,0.01
"4405",0.2475,0.5375,0.6375,0.3075,0.6475,0.8275,0.6075,0.3775
"4407",0.27,-0.06,2.6,2.16,1,1.13,1.22,1.29
"4409",0.79,0.08,1.41,0.03,0.97,0.88,-0.31,0.39
"4428",-0.015,-0.875,1.195,0.735,1.135,1.095,0.385,0.695
"4432",0.66,0.27,0.44,1.09,0.95,-0.13,0.41,0.24
