"","V9","V10","V19","V31","V32","V33","V53","V54","V55"
"2766",-0.11,0.53,-0.35,0.16,-0.09,-0.695,-0.2299805,-0.29,0.15
"2768",-0.34,0.68,-0.35,-0.07,-0.13,-1.135,0.2100195,0.13,0.72
"2770",-0.02,1.72,-0.01,-0.31,-0.68,-0.215,-0.1899805,0.31,0.9
"2772",0.03,0.61,-0.93,-0.33,-0.4,-0.015,-0.6899805,1.734684e-18,0.97
"2773",0.6475,-0.1625,1.6575,-0.3925,-0.4025,0.0625,-1.38248,0.3975,0.5475
"2774",-0.655,-0.425,-0.005,1.575,-0.735,0.26,-0.6949805,0.375,0.445
"2776",0.3600195,-0.6499805,-0.1499805,-0.06998051,0.07001949,0.415019493,-0.379961,-0.07998051,0.6000195
"2780",0.28,0.14,-0.6,-0.49,-0.22,-0.145,-0.2899805,0.1,1.02
"2781",0.4599902,0.01999023,-0.8400098,-0.6700098,-0.4800098,-0.125009766,-0.9199902,-0.1900098,1.02999
"2784",0.2899902,0.05999023,-0.3700098,-0.9000098,-0.5100098,-0.005009766,-0.3599902,-9.765625e-06,0.7399902
"2791",0.055,-0.275,-0.385,-0.115,-0.205,-0.51,0.2650195,-0.105,0.405
"2793",-0.085,0.345,-0.395,-0.575,-0.205,-0.16,-0.9949805,-0.335,0.495
"2794",-0.12,0.1,-0.11,-0.73,-0.43,-0.155,-0.8199805,-0.39,0.45
"2795",-0.34,0.41,0.01,-0.92,-0.55,-0.325,-0.9199805,-0.83,-0.28
"2802",0.585,0.135,-0.535,-0.745,-0.365,-0.66,0.6950195,0.055,0.895
"2807",0.155,-0.725,-0.525,-0.535,-0.435,-0.11,-0.4349805,-0.075,0.855
"2815",0.3000195,-0.2299805,-0.3599805,-0.3699805,-0.7799805,-0.984980507,-0.569961,-0.5299805,0.2700195
"2821",0.285,-0.455,-0.795,-1.035,-1.415,-0.84,-0.9149805,-0.115,0.335
"2822",-0.05,-0.32,-0.8,-0.38,-0.01,-0.255,-0.4699805,-0.14,0.32
"2828",0.46,-0.05,-0.63,-0.15,-0.33,0.405,-0.4299805,-0.45,1.04
"2829",-0.095,-0.235,-0.895,-0.535,-0.465,-0.8,0.2550195,-0.195,0.975
"2832",0.325,0.565,0.685,-0.735,-0.555,-0.22,-1.74498,-0.065,1.575
"2833",-0.29,0.11,-0.04,-0.66,-0.43,0.565,-0.8199805,0.01,0.89
"2840",0.8450098,-1.16499,0.1550098,-0.7949902,-0.5849902,-1.059990234,-0.5849707,-0.02499023,0.6450098
"2841",0.12,-0.78,-0.37,-0.99,-0.33,-0.695,-0.4499805,-0.05,0.05
"2846",0.4050195,0.2750195,-0.08498051,-0.3249805,-0.2049805,-0.359980507,-1.084961,-0.4349805,0.2550195
"2847",0.43,0.15,-0.14,-0.15,-0.11,-0.095,-0.2399805,-0.3,0.34
"2851",-0.155,0.325,0.155,-0.215,0.355,-0.33,-0.1949805,-0.535,-0.045
"2852",0.6075,-0.4325,-0.4625,0.0175,0.3275,0.0025,-0.1724805,-0.0725,0.7275
"2858",-0.2950098,0.3649902,0.2349902,0.1849902,-0.5350098,-0.540009766,-0.8749902,-0.9650098,0.4549902
"2860",0.605,0.075,-0.185,-0.235,-0.565,-0.18,-0.4349805,-0.305,0.545
"2861",0.22,0.18,-0.5,-0.4,-0.81,-1.305,-0.6899805,-0.39,0.26
"2863",0.78,0.57,0.13,0.05,-0.28,-0.125,-0.5799805,-0.02,-0.29
"2868",0.9899902,0.3499902,-0.6300098,-0.6800098,-0.7900098,-0.655009766,0.8300098,0.1699902,1.33999
"2870",-0.02,-0.67,-0.1,-0.33,0.15,0.145,-0.3199805,0.15,0.54
"2873",-0.1075,-0.1175,-0.0475,0.3125,0.4625,-0.0125,-0.4574805,0.5825,0.1425
"2874",-0.435,-0.365,-0.475,-0.465,-0.205,1.19,-0.2049805,0.425,-0.305
"2876",0.195,-0.385,0.035,-0.735,-0.015,0.37,-0.6549805,-0.285,0.355
"2879",-0.8049902,-0.9149902,-0.06499023,-1.45499,-0.09499023,-0.479990234,0.7850293,-0.7649902,0.2150098
"2883",0.305,-0.265,0.205,-0.615,0.145,-0.95,-0.06498047,-0.475,-0.305
"2884",-0.02,0.37,-0.94,-0.03,-0.12,-0.995,0.1800195,-0.25,0.28
"2894",-0.125,0.335,0.405,-0.315,-0.095,-0.74,-0.2849805,-1.015,0.425
"2896",-0.3825,-0.2225,0.2775,-0.3125,-0.4925,-0.8875,0.07751953,-0.2325,0.3975
"2898",-0.27,0.61,0.64,0.13,-0.11,0.545,-0.4299805,-0.21,-0.04
"2900",-0.5349805,0.1550195,0.2650195,-0.3649805,-0.6549805,-0.309980507,-0.634961,-0.04498051,0.3250195
"2910",0.39,-0.07,0.59,-0.29,-0.11,-0.325,0.04001953,-0.04,-0.13
"2911",0.2,-0.37,6.938894e-18,-0.44,-0.03,-0.095,-0.3699805,-0.01,0.22
"2912",0.095,-0.305,0.065,0.025,0.065,0.46,-0.2049805,-0.185,0.415
"2915",0.405,-0.345,-0.085,0.235,0.395,0.06,-0.6649805,-0.165,0.005
"2918",0.3875,-0.5425,0.0975,-0.3125,-0.1825,0.3025,-0.8124805,-0.3825,0.4675
"2921",0.235,-0.075,-0.175,-0.125,-0.135,0.12,0.1550195,-0.015,0.925
"2927",-0.195,-0.115,-0.095,-0.245,0.015,0.19,0.005019531,0.065,-0.385
"2928",-0.2300098,-0.1800098,0.02999023,-0.2300098,-0.2200098,0.344990234,-0.009990234,-0.06000977,-0.4200098
"2934",-0.105,0.015,-0.515,0.205,0.645,-0.37,-0.1049805,-0.065,0.055
"2935",-0.1849903,-0.09499027,-0.8349903,0.4350097,-0.05499027,-0.389990273,-0.01497074,-0.1449903,-0.3049903
"2939",0.24,0.55,-0.21,-0.06,-0.24,-0.465,-0.2099805,-0.39,-0.02
"2943",0.1700195,0.3400195,-0.2299805,-0.3599805,0.04001949,-0.514980507,-0.159961,-0.2699805,-0.2399805
"2946",1.37501,0.03500977,-0.1949902,-0.4349902,0.06500977,0.150009766,0.2650293,-0.03499023,-0.1449902
"2950",0.19,0.26,0.67,0.25,-0.22,-0.315,0.3600195,0.24,-0.48
"2956",-0.4024805,-0.2724805,-0.4324805,-0.2124805,0.1975195,0.752519493,-0.04246098,0.03751949,0.3575195
"2958",-0.135,-1.155,1.925,0.005,-0.025,-0.13,-0.07498047,0.975,1.125
"2961",-0.4749805,-1.184981,0.3850195,-0.3749805,-0.3449805,0.070019493,0.335039,-0.3349805,0.4350195
"2966",-0.405,-0.845,0.685,0.115,0.255,-1.21,-0.1049805,-0.165,0.215
"2972",0.74,-0.66,-1,-0.79,0.07,0.665,-0.1699805,0.49,0.58
"2973",0.475,-0.555,-1.265,-1.145,0.005,0.47,-0.4849805,0.555,0.445
"2985",-0.675,1.465,1.245,-1.045,-1.385,0.07,0.4650195,-0.175,0.505
"3001",-0.3299805,-0.1899805,0.02001949,0.1000195,-0.4499805,-0.664980507,-0.289961,0.7000195,0.6400195
"3003",-0.245,0.395,0.005,-0.445,-0.315,-0.49,-0.1749805,0.055,-0.085
"3010",-1.155,-0.275,0.095,0.035,-0.605,-0.45,-0.09498047,-0.035,-0.185
"3011",-0.63,0.54,0.05,0.28,-0.44,-0.725,0.5200195,-0.16,-0.29
"3014",-0.66,-0.46,-0.12,-0.36,-0.32,-0.495,-0.9499805,-0.3,0.39
"3016",0.11,-1.387779e-17,0.01,0.5,-0.5,-0.775,-0.2499805,0.27,-0.03
"3018",-0.475,-0.505,-0.115,-0.445,-0.715,-0.73,-0.07498047,0.425,0.135
"3019",-0.665,-0.215,0.015,-0.195,-0.335,-0.4,-0.1149805,0.245,0.095
"3020",-0.1449902,0.6150098,-0.03499023,0.3150098,-0.5649902,-0.969990234,-0.1149707,-0.02499023,1.14501
"3021",-0.3775,-0.0875,0.5125,-0.0175,-0.4975,-0.6925,-0.2574805,-0.0675,1.2225
"3033",-0.8650098,0.8949902,-0.6450098,0.2649902,0.06499023,-0.170009766,0.1650098,-0.3250098,0.7149902
"3044",0.155,-0.135,-0.535,0.945,-0.195,-0.19,0.09501953,1.065,0.005
"3047",-0.3299805,-0.5399805,-0.3099805,0.9900195,1.94931e-05,-0.844980507,-0.169961,1.590019,0.2700195
"3049",-0.43,0.91,0.33,0.35,0.14,-0.685,0.7900195,-0.18,0.49
"3052",-0.53,0.23,0.15,0.43,0.51,-0.605,0.2400195,0.12,0.33
"3053",0.21,-0.23,-0.06,0.23,0.13,-0.485,0.2800195,-0.44,0.93
"3059",0.005,-0.515,0.335,-1.105,-0.005,0.23,1.25502,-0.315,1.015
"3063",-0.7249903,-0.7749903,-1.09499,0.4450097,0.2550097,0.600009727,-0.3349707,-0.5349903,0.7350097
"3067",-0.83,-1.42,0.28,0.06,-0.42,0.385,-0.2799805,0.35,0.13
"3068",-0.015,-2.135,0.415,-0.905,0.375,0.16,-0.9949805,-0.285,-1.025
"3069",-0.56,-2.15,0.19,0.34,0.07,0.865,-0.7299805,-0.81,0.75
"3072",-0.2450098,-0.005009766,0.8149902,-0.4350098,0.07499023,1.189990234,-0.4849902,0.5149902,0.5849902
"3096",0.57,0.23,-1.74,0.1,0.13,-0.495,-0.3999805,0.42,-0.03
"3098",-0.08000977,-0.5400098,-0.4100098,0.2899902,0.4799902,-0.055009766,-0.01999023,-9.765625e-06,-0.4500098
"3103",-0.3825,-0.7225,-0.0025,-0.2225,0.2675,0.0025,-0.1224805,-0.2525,-0.5425
"3104",-0.4649805,-0.4549805,0.2750195,-0.3349805,0.2050195,0.050019493,-0.424961,-0.6549805,0.1350195
"3106",-0.1,-0.97,-0.02,0.3,0.38,0.335,0.4500195,0.21,-0.02
"3113",-0.25,-0.9,0.43,-0.13,0.05,0.425,-0.3199805,-0.2,-0.18
"3118",-0.26,-0.29,-1.34,0.08,0.13,-0.055,0.6800195,0.48,0.56
"3121",0.6899902,-0.6300098,-0.4000098,-0.5100098,0.04999023,0.284990234,9.765625e-06,0.2199902,0.5799902
"3123",0.27,0.08,-0.39,0.08,-0.02,-0.295,-0.1499805,0.81,0.2
"3127",0.13,-0.54,0.08,0.09,0.01,0.185,0.2200195,0.03,0.01
"3128",-0.08,-0.82,0.93,-0.15,0.43,0.675,0.4500195,-0.01,-0.36
"3131",0.075,-0.205,-0.835,-0.255,-0.125,-0.68,-0.09498047,-0.305,0.725
"3132",0.035,-0.685,-0.405,-0.075,0.245,0.13,1.13502,0.225,-0.215
"3142",0.28,-0.77,0.77,-0.12,0.25,1.025,0.2800195,-0.23,-0.37
"3144",0.36,-0.69,-0.74,-3.469447e-18,0.28,0.785,0.4800195,0.17,0.37
"3145",0.7350098,-0.8449902,-1.42499,0.005009766,0.005009766,0.840009766,0.7950293,0.4450098,-0.09499023
"3146",0.835,-0.275,-0.905,0.215,0.325,0.76,0.7050195,0.285,0.725
"3147",0.02,-1.53,-1.26,0.08,-0.33,0.225,0.3800195,0.21,0.9
"3148",0.39,-0.44,-1.26,0.05,-0.34,0.215,0.2500195,0.23,0.64
"3150",-0.2299902,-0.8499902,-1.69999,0.08000977,0.1200098,-0.054990234,0.6300293,0.3400098,0.1500098
"3151",0.06,-0.44,-1.26,-0.18,0.21,0.245,0.8600195,0.43,-0.08
"3152",-0.005,-0.645,-1.305,-0.615,0.045,0.18,0.7150195,0.395,-0.215
"3153",-0.225,-0.655,-0.605,0.075,-0.005,0.21,0.7750195,0.165,-0.475
"3154",-0.06,-0.5,-1.42,-0.64,0.29,0.345,0.4100195,0.38,0.14
"3156",0.565,-0.985,-1.275,0.335,-0.045,-0.1,0.5650195,0.105,0.815
"3158",0.3150195,-1.234981,0.2450195,-0.6749805,0.2350195,0.210019493,1.005039,-0.1049805,0.9250195
"3162",0.1549902,-0.8050098,0.3149902,0.2649902,0.3249902,-0.050009766,0.5550098,0.1449902,0.3949902
"3163",-0.27,-0.75,0.55,0.15,0.01,-0.055,0.4800195,0.4,0.34
"3164",-0.12,-0.65,0.97,-0.17,0.24,0.185,0.5500195,-0.05,-0.2
"3167",-0.11,-1.51,0.51,0.02,0.14,0.585,0.3800195,0.57,0.1
"3169",0.445,-0.635,0.375,-0.225,0.225,0.63,0.3750195,0.495,-0.375
"3170",0.225,-0.645,0.395,-0.245,0.125,0.57,0.2050195,0.225,-0.505
"3171",0.325,-0.955,0.625,-0.485,0.465,0.6,0.7150195,0.685,-0.205
"3172",0.3575,-0.5825,0.3875,-0.3625,0.2275,0.0025,0.1075195,0.4875,0.1175
"3173",-0.004980507,-0.4549805,1.495019,-0.5549805,0.1950195,1.060019493,0.635039,0.9750195,-0.3149805
"3175",-0.305,-1.295,0.845,1.075,0.355,0.91,0.9350195,0.475,0.345
"3177",-0.215,-0.535,0.055,-0.285,0.005,0.26,0.8850195,0.275,-0.335
"3180",0.5,-1.26,-0.09,-0.52,0.21,-0.335,0.7300195,-0.41,-1.22
"3181",0.385,-0.745,0.025,0.115,-0.035,0.32,0.7550195,0.015,-0.025
"3183",0.575,-0.855,-0.725,-0.715,0.245,0.43,0.1950195,-0.225,-0.115
"3188",0.1650195,-0.7749805,-0.1249805,-0.07498051,0.08501949,0.430019493,1.435039,0.3050195,-0.4849805
"3190",-0.3549805,-1.28498,0.2250195,-0.2349805,-0.2249805,0.220019531,0.9350391,0.2850195,-0.5049805
"3203",0.585,-1.385,-0.465,-1.205,-0.165,-0.64,-0.3349805,0.325,2.585
"3207",-0.145,-0.115,-0.565,-0.515,-0.115,-0.78,-0.1149805,-0.745,-0.565
"3214",-0.615,0.405,0.315,-0.605,-0.065,-0.02,-0.09498047,0.235,0.435
"3225",0.365,-0.145,-0.775,-0.015,-0.365,-0.78,0.1350195,-0.265,-0.165
"3226",-0.78,-0.98,-0.93,0.69,0.2,-1.485,0.6800195,0.77,0.07
"3235",0.11,0.27,-0.17,-0.7,3.469447e-18,0.165,0.5100195,-0.06,-0.63
"3241",1.395,0.125,-0.795,0.125,-0.245,-0.21,1.15502,0.225,-0.745
"3267",-0.125,0.675,-0.225,-0.345,-0.215,0.54,-0.09498047,0.245,-1.135
"3268",-0.03,0.55,-0.28,-0.21,-0.06,0.455,-0.5699805,0.52,-1.05
"3272",-0.605,1.245,0.765,0.255,-0.395,1.04,0.05501953,0.715,-0.775
"3273",-0.225,1.435,1.555,0.335,-0.125,0.9,0.5550195,0.835,-1.015
"3275",-0.07499023,0.2850098,-0.1049902,-0.4349902,-0.5749902,-0.639990234,-0.3249707,0.2050098,-0.6649902
"3282",-0.355,-0.145,0.295,0.115,0.065,0.15,0.4450195,0.205,-0.115
"3284",-0.2950098,-0.2750098,-0.03500977,-0.5050098,-0.3050098,-0.140009766,0.5650098,-0.04500977,-0.5950098
"3294",-0.095,0.715,-0.255,-0.725,-0.405,-0.29,-0.06498047,-0.675,-0.275
"3295",-0.175,0.135,-0.255,-0.485,-0.015,-0.09,-0.1449805,-0.405,-0.405
"3308",0.3550098,-0.4149902,-0.06499023,-0.4149902,-0.09499023,0.060009766,-0.4249707,-0.2849902,-0.1649902
"3309",0.1249902,-0.6850098,-1.86501,0.2949902,-0.7150098,-0.570009766,0.2050098,-0.1450098,0.2049902
"3312",-0.3499805,-0.06998051,-0.3899805,0.4900195,-0.2099805,0.295019493,0.110039,-0.9399805,0.3100195
"3314",0.365,-0.045,-0.535,-0.775,0.115,0.1,0.1950195,-0.065,-0.175
"3322",0.43,0.86,-0.05,1.36,-0.61,-0.805,-0.009980469,-0.94,0.14
"3323",0.3,0.01,-0.15,1.35,-0.12,0.425,0.3400195,-0.07,-0.1
"3324",-0.18,0.78,-0.01,1.27,-0.73,-0.085,0.1000195,-0.56,-0.71
"3332",-0.3799902,0.6200098,-0.3099902,-0.06999023,-0.7499902,-0.334990234,-0.5299707,0.04000977,-0.1599902
"3337",0.4700098,0.2000098,-0.02999023,-0.3499902,0.1400098,-0.344990234,-0.6399707,-0.1499902,-0.05999023
"3338",0.075,-0.045,-0.665,-0.285,0.005,0.05,-0.4849805,-0.005,0.015
"3340",-0.005,0.035,-0.675,-0.945,-0.485,0.47,-0.5749805,-0.115,-0.395
"3343",1.15999,0.3499902,0.8699902,-0.4800098,-0.4800098,0.064990234,-1.30999,0.01999023,-0.08000977
"3344",0.545,0.715,0.275,-0.385,-0.165,-0.04,-0.5949805,-0.105,-0.435
"3346",0.355,0.205,-0.335,0.785,-0.005,-0.05,-0.01498047,0.235,0.235
"3354",0.65,-0.39,0.39,0.32,-0.71,-0.825,-1.02998,0.16,0.94
"3360",0.2050098,1.10501,1.15501,-0.05499023,0.06500977,-0.429990234,-1.094971,-0.1349902,0.8650098
"3361",0.25,0.87,1.66,0.04,0.22,0.035,-0.4299805,-0.25,0.74
"3364",1.7,-0.44,-0.71,0.32,0.22,-1.675,-0.4599805,-1.1,-1.14
"3366",0.135,0.965,-1.325,0.905,-0.175,0.64,-0.06498047,-0.285,-0.165
"3376",0.3625,1.8925,-0.4375,-0.3875,-0.7275,-0.0025,0.03251953,-0.2075,-0.2575
"3378",-0.32,0.84,-0.52,0.4,-0.26,-0.675,-0.3599805,0.43,0.46
"3386",0.155,0.485,-0.455,-0.125,-0.405,-0.5,0.08501953,-0.615,0.315
"3390",-0.28,-0.12,-0.29,0.34,0.38,0.065,-0.02998047,-0.02,0.12
"3391",0.1449902,0.07499023,-0.1950098,0.004990234,-0.1450098,0.489990234,-0.004990234,-0.2650098,-0.4250098
"3392",-0.22,-0.17,-0.98,-0.94,0.05,-1.235,0.03001953,0.38,-1.05
"3400",-0.0875,-0.0075,-0.2575,0.0625,-0.5875,-0.7825,0.02251953,0.6425,0.2325
"3404",0.21,0.16,0.05,-0.05,-0.49,-0.435,0.4500195,0.94,-0.17
"3408",-0.185,-1.205,-0.555,-0.145,0.365,-0.04,0.3150195,0.235,-0.195
"3412",0.5050195,-0.4449805,0.6350195,-0.3549805,-0.3849805,0.370019493,-0.03496098,0.005019493,-0.1049805
"3413",0.61,0.39,0.8,-0.15,-0.53,0.835,-0.6999805,-0.39,-0.58
"3416",-0.5550098,-0.08500977,0.1149902,0.4449902,-0.1650098,-0.650009766,-0.004990234,-0.3150098,0.08499023
"3420",-0.9049903,-0.5049903,0.3650097,0.1250097,0.1150097,-0.279990273,0.7150293,-0.2249903,-0.2249903
"3424",0.705,0.405,-0.255,-0.515,0.585,0.17,-0.3749805,-0.735,0.135
"3427",0.075,0.385,-0.135,-0.135,0.125,0.21,-0.1049805,-0.095,-1.055
"3439",1.605,-1.245,0.715,1.095,-0.245,-0.16,-1.46498,-0.715,-2.075
"3445",0.555,-0.215,0.295,0.535,0.295,0.59,1.06502,-0.255,-0.665
"3447",-0.4200098,-0.5300098,-0.4400098,-0.6500098,-0.1100098,0.234990234,0.1900098,0.5399902,-0.5200098
"3449",-0.03,-0.27,-0.1,-0.13,-0.1,-0.655,0.3400195,0.5,-0.22
"3460",-0.46,0.46,1.11,-0.35,-0.89,-0.175,-1.02998,-1.38,-2.03
"3467",-1.36,-0.7,-2.22,-0.77,0.98,0.525,-1.17998,-0.67,-0.67
"3470",-0.825,-0.265,-0.455,0.165,0.375,-0.97,0.1250195,-0.735,-1.105
"3472",-0.305,-0.855,-1.685,1.095,0.365,0.54,-0.9049805,-0.785,-1.865
"3473",-1.935,-0.655,-0.425,-0.225,1.065,0.7,0.2350195,0.255,0.015
"3475",-0.165,0.055,-0.855,-0.135,0.435,-0.55,-0.3549805,-0.435,0.245
"3476",-0.1049902,0.2350098,-0.2149902,-0.7449902,-0.2349902,-0.469990234,-0.2749707,0.2150098,-0.08499023
"3478",-0.27,0.36,-0.73,-0.18,0.3,0.045,0.1900195,0.48,-0.27
"3486",0.7775,-0.5025,-0.9325,-0.0225,0.8375,0.3925,-0.2124805,-0.1325,-0.3425
"3489",0.3325,-0.4475,-0.4675,-0.3475,0.2025,-0.0525,-0.3174805,0.5825,0.5125
"3501",-0.5349902,0.6550098,0.6650098,-0.6649902,1.13501,0.730009766,-0.4949707,0.4550098,-0.9749902
"3502",-0.065,-1.035,0.375,-0.765,0.505,0.29,-1.44498,0.535,-2.515
"3503",0.67,0.86,-0.03,-0.72,-0.01,-0.435,-0.9999805,-0.21,3.469447e-18
"3508",0.2450098,0.2550098,-0.3849902,-0.6249902,0.4650098,0.430009766,-0.5649707,-0.1049902,0.02500977
"3509",-0.225,0.205,-0.595,-0.445,0.655,1.27,-0.2849805,-0.345,0.195
"3510",0.185,-0.205,-0.015,-0.875,0.135,1.1,-0.2349805,-0.035,-0.275
"3513",0.355,-0.225,0.135,0.095,-0.005,0.29,-0.3049805,-0.375,0.285
"3515",0.885,-0.265,0.255,1.585,0.495,0.09,-1.43498,0.105,0.135
"3518",2.405,1.645,-0.045,3.395,2.265,5.72,-0.2949805,1.125,-1.665
"3519",0.255,0.145,-0.505,1.005,0.875,3.02,0.1150195,-0.125,-0.155
"3522",-0.3349805,0.8350195,0.7150195,0.1250195,0.2850195,0.620019493,0.125039,-0.3949805,0.3150195
"3523",0.555,1.165,-1.705,0.065,-0.395,-0.6,0.3850195,0.005,0.425
"3527",-0.355,0.715,-0.205,0.005,-0.085,-0.69,0.2450195,-0.585,0.205
"3528",-0.385,0.765,-0.325,0.075,-0.115,0.45,-0.3449805,0.135,-0.515
"3530",0.2025,1.0525,-0.7975,0.1425,-0.0675,-0.0125,-0.1674805,0.2325,-0.2775
"3533",0.535,0.025,1.355,0.065,2.165,1.59,-1.10498,-0.155,-0.025
"3535",0.145,0.005,1.675,0.175,2.225,1.64,-1.08498,-0.175,-0.065
"3536",0.06501949,-0.2549805,1.195019,-0.07498051,1.725019,1.090019493,-0.894961,-0.004980507,-0.2949805
"3537",0.07,0.03,1.65,-0.04,2.1,1.795,-0.9899805,-0.35,-0.05
"3538",0.3575,0.1175,-0.3625,0.6375,0.1275,-0.0175,0.5575195,0.1075,1.0375
"3542",-0.015,0.215,0.255,-0.315,0.475,0.83,-0.05498047,0.185,0.325
"3550",-0.04,-0.42,-0.04,0.86,-0.18,-0.215,0.3800195,3.469407e-18,0.44
"3551",0.1750195,0.3850195,0.3350195,0.2750195,-0.3349805,-0.239980507,0.385039,-0.6949805,-0.7149805
"3552",0.075,0.775,0.225,-0.545,-0.455,-0.5,0.01501953,-0.325,0.035
"3556",1.94931e-05,-0.03998051,1.070019,-0.1099805,-0.5099805,0.275019493,0.06003902,-0.07998051,0.2700195
"3557",-0.3450098,0.2049902,0.9449902,-0.1250098,-1.05501,0.559990234,-0.004990234,-0.06500977,0.2749902
"3558",0.1725,-0.4175,0.6625,-0.1275,0.3525,-0.0025,1.33252,0.8725,0.9825
"3560",-0.74,2.775558e-17,-0.2,2.45,1.23,0.335,-0.2999805,1.6,0.49
"3562",-0.2925,-0.0525,1.0275,0.7875,-0.0525,0.0025,-0.7024805,-0.2125,0.3175
"3565",0.07,0.09,0.26,0.35,-2.602085e-18,1.065,0.2300195,-0.36,-0.06
"3567",0.395,0.215,-0.635,-0.335,0.575,1.48,0.2350195,0.435,0.565
"3575",-0.005,-0.705,1.245,0.035,0.025,0.51,-0.01498047,0.205,0.125
"3577",-0.2650098,-0.8150098,1.33499,0.2549902,0.2049902,-0.080009766,0.5250098,0.1049902,-0.1550098
"3583",0.19,0.37,0.13,0.35,0.51,0.425,-0.2099805,-0.01,-0.06
"3584",-0.03500977,0.06499023,0.7649902,-0.1650098,-0.07500977,-0.220009766,-0.5249902,0.06499023,0.2649902
"3590",0.805,-0.105,-0.025,-0.095,0.295,0.71,0.1450195,0.945,0.455
"3593",0.02501949,-0.2349805,0.3650195,0.06501949,-0.04498051,0.010019493,-0.294961,0.4550195,-0.08498051
"3596",0.03499023,-0.7250098,0.1149902,-0.3550098,0.1549902,0.719990234,-0.4049902,0.4049902,0.8949902
"3598",-0.295,-0.005,0.145,0.345,0.025,0.02,-0.2249805,-0.015,0.155
"3601",0.005,-0.255,-0.265,-0.065,-0.265,0.57,-0.3249805,0.505,0.565
"3607",-0.935,-0.195,-0.045,-0.305,0.195,0.42,0.9350195,0.275,0.645
"3608",-0.2900098,-0.03000977,-0.2100098,0.1099902,-0.2300098,0.354990234,0.9700098,0.07999023,1.13999
"3610",0.455,0.735,-0.305,0.045,0.255,-0.17,0.9050195,0.395,0.115
"3617",0.6450195,0.5250195,-0.5249805,0.1550195,0.9350195,-0.719980507,0.535039,-0.004980507,0.1150195
"3621",0.12,-0.25,-1.4,-0.32,-0.27,-0.185,0.8800195,0.11,0.45
"3624",0.225,0.025,-0.695,-0.135,0.275,-0.2,-0.1049805,-0.205,0.055
"3627",-0.16,-0.37,-0.73,-0.47,0.02,0.075,-0.3499805,-0.37,0.3
"3635",-0.39,-0.3,0.66,0.02,-0.44,-0.775,-0.2999805,-0.25,0.35
"3636",0.02,-0.07,0.11,-0.27,-0.39,-0.605,0.2400195,-0.25,-0.18
"3638",-0.745,-0.105,0.105,0.085,-0.445,-0.52,-0.4749805,0.035,0.005
"3641",-0.385,-0.675,0.005,-0.575,-0.085,0.29,-0.2849805,-0.315,0.265
"3643",-0.3499902,-0.5699902,0.4300098,-0.2299902,0.1500098,0.265009766,0.4000293,-0.1499902,0.01000977
"3646",-0.64,0.07,-0.19,-0.41,-0.58,0.525,-0.9299805,0.01,0.8
"3649",-0.405,0.005,-0.005,-0.045,-0.165,-0.22,-0.3549805,-0.155,0.655
"3650",-0.36,-0.51,0.68,0.05,-0.65,-0.715,-0.4699805,-0.04,0.47
"3652",-0.11,0.92,0.8,0.15,-0.45,-0.395,0.4600195,-0.43,0.32
"3653",-0.01,0.58,0.43,0.45,-0.24,-0.475,0.4300195,0.19,0.63
"3654",0.26,0.98,0.11,0.25,-0.01,-0.665,0.5300195,-0.07,0.15
"3655",-0.015,0.545,0.245,0.425,-0.035,-0.45,0.3850195,0.225,0.045
"3656",-0.6025,0.2275,-0.1125,0.0675,-0.4025,0.0025,0.9275195,0.0275,0.5475
"3659",-0.47,-0.58,0.02,0.24,0.25,0.355,-0.1799805,0.85,0.44
"3663",-0.88,0.11,0.53,-0.55,-0.5,0.855,-0.4199805,0.13,-0.05
"3664",-1.125,0.085,0.215,0.745,0.145,-0.23,0.2950195,1.105,0.005
"3670",0.235,0.245,0.115,0.585,-0.195,-1.1,-0.7549805,0.065,0.705
"3673",0.48,-0.05,0.51,-0.42,0.21,0.065,0.4500195,0.18,0.3
"3675",0.125,-0.305,0.075,-0.555,-0.045,-0.36,0.1350195,-0.055,0.115
"3676",-0.08,0.02,0.36,-1.01,-0.44,-0.465,0.1500195,-0.05,0.52
"3680",-0.32,-0.12,-0.19,0.43,0.5,1.225,0.7200195,-1.7,-1.48
"3686",-0.255,0.415,0.055,-0.545,-0.185,-0.08,-0.6549805,0.455,0.295
"3688",0.3050195,0.1750195,0.3150195,0.2250195,0.1250195,0.390019493,-0.464961,0.07501949,0.3550195
"3698",0.255,-0.825,0.605,-0.175,-0.585,0.57,0.5950195,0.415,-0.165
"3701",-0.39,-1.42,0.74,-8.605855e-19,0.37,1.245,0.7300195,0.38,0.09
"3702",-0.1599902,-0.4499902,0.9900098,0.1800098,0.8500098,1.125009766,0.4100293,-0.01999023,0.6800098
"3709",-0.105,-0.325,0.085,-0.185,-0.035,-0.23,-0.04498047,-0.055,0.085
"3710",0.115,-0.565,0.235,-0.225,0.115,-0.37,-0.2349805,-0.775,0.035
"3714",0.15,-1.06,0.53,-0.17,-0.09,-0.015,0.8200195,0.06,0.62
"3715",-0.06500977,-0.7750098,0.9049902,-0.2550098,-0.4550098,0.129990234,1.08501,0.04499023,0.4449902
"3736",-0.99,0.47,0.57,-0.86,0.18,0.145,0.4500195,-0.16,-0.28
"3742",-0.23,2.16,0.01,0.71,-0.1,0.175,-0.2999805,-1.11,0.54
